screen,target_text,profile,status,raw_response,x_pred,y_pred,x_min,y_min,x_max,y_max,score,trials,trial_scores,parse_method,prompt_mode,tree_rows_sent,coord_space,image_sent_size
clock,Mon-Fri,elder_combo_max,co_present,"[249, 150]",268,326,117,273,419,386,1,1,1,bracket,tree,62,normalized,
clock,8:30 AM,elder_combo_max,co_present,"[246, 231]",265,502,117,412,495,609,1,1,1,bracket,tree,62,normalized,
clock,Sun Sat,elder_combo_max,co_present,"[237, 366]",256,796,117,746,403,859,1,1,1,bracket,tree,62,normalized,
clock,9:00 AM,elder_combo_max,co_present,"[251, 449]",271,977,117,885,513,1082,1,1,1,bracket,tree,62,normalized,
clock,World Clock,elder_combo_max,co_present,"[299, 967]",322,2105,216,2106,432,2151,1,1,1,bracket,tree,59,normalized,
clock,Timers,elder_combo_max,co_present,"[499, 967]",538,2105,476,2106,604,2151,1,1,1,bracket,tree,58,normalized,
clock,Stopwatch,elder_combo_max,co_present,"[698, 967]",753,2105,654,2106,857,2151,1,1,1,bracket,tree,59,normalized,
clock,Bedtime,elder_combo_max,co_present,"[898, 961]",969,2092,892,2106,1052,2151,1,1,1,bracket,tree,59,normalized,
clock,Mon-Fri,elder_combo_mid,co_present,"[224, 135]",241,296,108,252,378,352,1,1,1,bracket,tree,62,normalized,
clock,8:30 AM,elder_combo_mid,co_present,"[234, 209]",252,459,108,376,448,553,1,1,1,bracket,tree,62,normalized,
clock,Sun Sat,elder_combo_mid,co_present,"[214, 331]",231,726,108,679,363,779,1,1,1,bracket,tree,62,normalized,
clock,9:00 AM,elder_combo_mid,co_present,"[234, 405]",252,889,108,803,466,980,1,1,1,bracket,tree,62,normalized,
clock,World Clock,elder_combo_mid,co_present,"[299, 960]",322,2108,216,2130,432,2174,1,1,1,bracket,tree,59,normalized,
clock,Timers,elder_combo_mid,co_present,"[499, 961]",538,2110,477,2130,603,2174,1,1,1,bracket,tree,58,normalized,
clock,Stopwatch,elder_combo_mid,co_present,"[698, 967]",753,2123,658,2130,854,2174,1,1,1,bracket,tree,59,normalized,
clock,Bedtime,elder_combo_mid,co_present,"[898, 967]",969,2123,894,2130,1049,2174,1,1,1,bracket,tree,59,normalized,
clock,Mon-Fri,colorblind_deuteranomaly,co_present,"[164, 112]",177,248,95,221,266,283,1,1,1,bracket,tree,62,normalized,
clock,8:30 AM,colorblind_deuteranomaly,co_present,"[191, 170]",206,377,95,304,393,459,1,1,1,bracket,tree,62,normalized,
clock,Sun Sat,colorblind_deuteranomaly,co_present,"[160, 269]",172,596,95,570,256,632,1,1,1,bracket,tree,62,normalized,
clock,9:00 AM,colorblind_deuteranomaly,co_present,"[200, 329]",216,730,95,653,408,808,1,1,1,bracket,tree,62,normalized,
clock,World Clock,colorblind_deuteranomaly,co_present,"[300, 960]",324,2130,221,2162,426,2202,0,1,0,bracket,tree,59,normalized,
clock,Timers,colorblind_deuteranomaly,co_present,"[499, 967]",538,2145,482,2162,596,2202,1,1,1,bracket,tree,57,normalized,
clock,Stopwatch,colorblind_deuteranomaly,co_present,"[698, 967]",753,2145,666,2162,845,2202,1,1,1,bracket,tree,59,normalized,
clock,Bedtime,colorblind_deuteranomaly,co_present,"[898, 967]",969,2145,900,2162,1042,2202,1,1,1,bracket,tree,59,normalized,
contacts,All contacts,baseline,co_present,"[224, 111]",241,246,142,226,342,279,1,1,1,bracket,tree,66,normalized,
contacts,Your info,baseline,co_present,"[259, 181]",279,401,221,389,346,431,1,1,1,bracket,tree,68,normalized,
contacts,No contacts yet,baseline,co_present,"[499, 667]",538,1480,317,1446,763,1530,1,1,1,bracket,tree,68,normalized,
contacts,Contacts,baseline,co_present,"[166, 975]",179,2163,110,2161,248,2203,1,1,1,bracket,tree,65,normalized,
contacts,Highlights,baseline,co_present,"[499, 961]",538,2132,463,2161,616,2203,1,1,1,bracket,tree,63,normalized,
contacts,Organize,baseline,co_present,"[832, 961]",898,2132,831,2161,968,2203,1,1,1,bracket,tree,65,normalized,
contacts,All contacts,elder_text_heavy,co_present,"[268, 114]",289,253,142,214,436,291,1,1,1,bracket,tree,66,normalized,
contacts,Your info,elder_text_heavy,co_present,"[283, 187]",305,415,221,389,400,448,1,1,1,bracket,tree,68,normalized,
contacts,No contacts yet,elder_text_heavy,co_present,"[499, 674]",538,1495,289,1453,792,1549,1,1,1,bracket,tree,68,normalized,
contacts,Contacts,elder_text_heavy,co_present,"[166, 972]",179,2156,84,2147,275,2203,1,1,1,bracket,tree,65,normalized,
contacts,Highlights,elder_text_heavy,co_present,"[499, 968]",538,2148,434,2147,646,2203,1,1,1,bracket,tree,63,normalized,
contacts,Organize,elder_text_heavy,co_present,"[832, 961]",898,2132,805,2147,994,2203,1,1,1,bracket,tree,65,normalized,
contacts,All contacts,elder_zoom_heavy,co_present,"[259, 130]",279,285,162,258,394,318,1,1,1,bracket,tree,66,normalized,
contacts,Your info,elder_zoom_heavy,co_present,"[296, 210]",319,461,252,444,396,492,1,1,1,bracket,tree,68,normalized,
contacts,No contacts yet,elder_zoom_heavy,co_present,"[499, 695]",538,1526,284,1482,796,1578,1,1,1,bracket,tree,68,normalized,
contacts,Contacts,elder_zoom_heavy,co_present,"[166, 973]",179,2136,101,2130,258,2178,1,1,1,bracket,tree,65,normalized,
contacts,Highlights,elder_zoom_heavy,co_present,"[499, 961]",538,2110,452,2130,627,2178,1,1,1,bracket,tree,64,normalized,
contacts,Organize,elder_zoom_heavy,co_present,"[832, 959]",898,2106,822,2130,977,2178,1,1,1,bracket,tree,65,normalized,
contacts,All contacts,elder_combo_max,co_present,"[346, 143]",373,311,176,260,584,366,1,1,1,bracket,tree,66,normalized,
contacts,Your info,elder_combo_max,co_present,"[364, 239]",393,520,273,483,523,567,1,1,1,bracket,tree,68,normalized,
contacts,No contacts yet,elder_combo_max,co_present,"[499, 726]",538,1580,199,1516,881,1645,1,1,1,bracket,tree,68,normalized,
contacts,Contacts,elder_combo_max,co_present,"[166, 961]",179,2092,46,2079,314,2157,1,1,1,bracket,tree,65,normalized,
contacts,Highlights,elder_combo_max,co_present,"[499, 945]",538,2057,390,2079,690,2157,0,1,0,bracket,tree,64,normalized,
contacts,Organize,elder_combo_max,co_present,"[832, 954]",898,2076,766,2079,1033,2157,1,1,1,bracket,tree,65,normalized,
contacts,All contacts,elder_combo_mid,co_present,"[317, 131]",342,287,162,241,527,336,1,1,1,bracket,tree,66,normalized,
contacts,Your info,elder_combo_mid,co_present,"[333, 216]",359,474,252,444,470,516,1,1,1,bracket,tree,68,normalized,
contacts,No contacts yet,elder_combo_mid,co_present,"[499, 702]",538,1541,242,1493,839,1605,1,1,1,bracket,tree,68,normalized,
contacts,Contacts,elder_combo_mid,co_present,"[166, 972]",179,2134,63,2111,297,2178,1,1,1,bracket,tree,65,normalized,
contacts,Highlights,elder_combo_mid,co_present,"[499, 961]",538,2110,409,2111,671,2178,1,1,1,bracket,tree,64,normalized,
contacts,Organize,elder_combo_mid,co_present,"[832, 959]",898,2106,784,2111,1016,2178,1,1,1,bracket,tree,65,normalized,
contacts,All contacts,colorblind_deuteranomaly,co_present,"[224, 111]",241,246,142,226,342,279,1,1,1,bracket,tree,66,normalized,
contacts,Your info,colorblind_deuteranomaly,co_present,"[259, 183]",279,406,221,389,346,431,1,1,1,bracket,tree,68,normalized,
contacts,No contacts yet,colorblind_deuteranomaly,co_present,"[499, 667]",538,1480,317,1446,763,1530,1,1,1,bracket,tree,68,normalized,
contacts,Contacts,colorblind_deuteranomaly,co_present,"[166, 975]",179,2163,110,2161,248,2203,1,1,1,bracket,tree,65,normalized,
contacts,Highlights,colorblind_deuteranomaly,co_present,"[499, 962]",538,2134,463,2161,616,2203,1,1,1,bracket,tree,63,normalized,
contacts,Organize,colorblind_deuteranomaly,co_present,"[832, 961]",898,2132,831,2161,968,2203,1,1,1,bracket,tree,65,normalized,
dialer,Phone Number,baseline,co_present,"[500, 435]",540,965,147,900,933,1044,1,1,1,bracket,tree,89,normalized,
dialer,1,baseline,co_present,"[174, 526]",187,1167,169,1093,203,1197,1,1,1,bracket,tree,92,normalized,
dialer,2,baseline,co_present,"[499, 528]",538,1171,518,1097,561,1201,1,1,1,bracket,tree,91,normalized,
dialer,ABC,baseline,co_present,"[500, 549]",540,1218,505,1201,574,1245,1,1,1,bracket,tree,92,normalized,
dialer,3,baseline,co_present,"[826, 526]",892,1167,870,1097,914,1201,1,1,1,bracket,tree,92,normalized,
dialer,DEF,baseline,co_present,"[826, 548]",892,1216,861,1201,924,1245,1,1,1,bracket,tree,93,normalized,
dialer,4,baseline,co_present,"[172, 609]",185,1351,163,1288,210,1392,1,1,1,bracket,tree,92,normalized,
dialer,GHI,baseline,co_present,"[172, 636]",185,1411,157,1392,216,1436,1,1,1,bracket,tree,93,normalized,
dialer,5,baseline,co_present,"[499, 612]",538,1358,516,1288,562,1392,1,1,1,bracket,tree,91,normalized,
dialer,JKL,baseline,co_present,"[499, 611]",538,1355,510,1392,569,1436,0,1,0,bracket,tree,89,normalized,
dialer,6,baseline,co_present,"[826, 612]",892,1358,869,1288,915,1392,1,1,1,bracket,tree,92,normalized,
dialer,MNO,baseline,co_present,"[826, 634]",892,1406,852,1392,933,1436,1,1,1,bracket,tree,93,normalized,
dialer,7,baseline,co_present,"[178, 696]",192,1544,166,1480,208,1584,1,1,1,bracket,tree,92,normalized,
dialer,PQRS,baseline,co_present,"[174, 722]",187,1602,142,1584,232,1628,1,1,1,bracket,tree,93,normalized,
dialer,8,baseline,co_present,"[499, 697]",538,1546,517,1480,562,1584,1,1,1,bracket,tree,83,normalized,
dialer,TUV,baseline,co_present,"[499, 720]",538,1597,507,1584,573,1628,1,1,1,bracket,tree,92,normalized,
dialer,9,baseline,co_present,"[826, 698]",892,1548,869,1480,915,1584,1,1,1,bracket,tree,92,normalized,
dialer,WXYZ,baseline,co_present,"[826, 706]",892,1566,846,1584,939,1628,1,1,1,bracket,tree,93,normalized,
dialer,∗,baseline,co_present,"[172, 777]",185,1724,168,1668,206,1780,1,1,1,bracket,tree,93,normalized,
dialer,0,baseline,co_present,"[499, 779]",538,1728,512,1672,567,1776,1,1,1,bracket,tree,91,normalized,
dialer,+,baseline,co_present,"[500, 809]",540,1795,529,1776,549,1820,1,1,1,bracket,tree,92,normalized,
dialer,#,baseline,co_present,"[832, 784]",898,1739,865,1672,921,1776,1,1,1,bracket,tree,93,normalized,
dialer,Call,baseline,co_present,"[500, 874]",540,1939,414,1871,666,2018,1,1,1,bracket,tree,94,normalized,
dialer,Home,baseline,co_present,"[166, 960]",179,2130,135,2161,224,2203,0,1,0,bracket,tree,92,normalized,
dialer,Keypad,baseline,co_present,"[499, 971]",538,2154,481,2161,597,2203,1,1,1,bracket,tree,90,normalized,
dialer,Voicemail,baseline,co_present,"[832, 961]",898,2132,826,2161,972,2203,1,1,1,bracket,tree,92,normalized,
dialer,Phone Number,elder_text_heavy,co_present,"[500, 424]",540,940,147,886,933,1030,1,1,1,bracket,tree,89,normalized,
dialer,1,elder_text_heavy,co_present,"[174, 520]",187,1153,169,1079,203,1183,1,1,1,bracket,tree,92,normalized,
dialer,2,elder_text_heavy,co_present,"[499, 521]",538,1156,518,1083,561,1187,1,1,1,bracket,tree,91,normalized,
dialer,ABC,elder_text_heavy,co_present,"[499, 542]",538,1202,505,1187,574,1231,1,1,1,bracket,tree,92,normalized,
dialer,3,elder_text_heavy,co_present,"[826, 519]",892,1151,870,1083,914,1187,1,1,1,bracket,tree,92,normalized,
dialer,DEF,elder_text_heavy,co_present,"[826, 541]",892,1200,861,1187,924,1231,1,1,1,bracket,tree,93,normalized,
dialer,4,elder_text_heavy,co_present,"[172, 604]",185,1340,163,1274,210,1378,1,1,1,bracket,tree,92,normalized,
dialer,GHI,elder_text_heavy,co_present,"[172, 628]",185,1393,157,1378,216,1422,1,1,1,bracket,tree,93,normalized,
dialer,5,elder_text_heavy,co_present,"[499, 607]",538,1346,516,1274,562,1378,1,1,1,bracket,tree,91,normalized,
dialer,JKL,elder_text_heavy,co_present,"[499, 607]",538,1346,510,1378,569,1422,0,1,0,bracket,tree,89,normalized,
dialer,6,elder_text_heavy,co_present,"[827, 604]",893,1340,869,1274,915,1378,1,1,1,bracket,tree,92,normalized,
dialer,MNO,elder_text_heavy,co_present,"[826, 615]",892,1364,852,1378,933,1422,1,1,1,bracket,tree,93,normalized,
dialer,7,elder_text_heavy,co_present,"[172, 694]",185,1540,166,1466,208,1570,1,1,1,bracket,tree,92,normalized,
dialer,PQRS,elder_text_heavy,co_present,"[174, 715]",187,1586,142,1570,232,1614,1,1,1,bracket,tree,93,normalized,
dialer,8,elder_text_heavy,co_present,"[499, 695]",538,1542,517,1466,562,1570,1,1,1,bracket,tree,83,normalized,
dialer,TUV,elder_text_heavy,co_present,"[499, 715]",538,1586,507,1570,573,1614,1,1,1,bracket,tree,92,normalized,
dialer,9,elder_text_heavy,co_present,"[826, 694]",892,1540,869,1466,915,1570,1,1,1,bracket,tree,92,normalized,
dialer,WXYZ,elder_text_heavy,co_present,"[826, 700]",892,1553,846,1570,939,1614,1,1,1,bracket,tree,93,normalized,
dialer,∗,elder_text_heavy,co_present,"[174, 773]",187,1715,168,1654,206,1766,1,1,1,bracket,tree,93,normalized,
dialer,0,elder_text_heavy,co_present,"[499, 773]",538,1715,512,1658,567,1762,1,1,1,bracket,tree,91,normalized,
dialer,+,elder_text_heavy,co_present,"[499, 802]",538,1779,529,1762,549,1806,1,1,1,bracket,tree,92,normalized,
dialer,#,elder_text_heavy,co_present,"[837, 773]",904,1715,865,1658,921,1762,1,1,1,bracket,tree,93,normalized,
dialer,Call,elder_text_heavy,co_present,"[500, 867]",540,1923,400,1857,681,2004,1,1,1,bracket,tree,94,normalized,
dialer,Home,elder_text_heavy,co_present,"[166, 960]",179,2130,118,2147,241,2203,1,1,1,bracket,tree,92,normalized,
dialer,Keypad,elder_text_heavy,co_present,"[499, 971]",538,2154,461,2147,618,2203,1,1,1,bracket,tree,90,normalized,
dialer,Voicemail,elder_text_heavy,co_present,"[832, 960]",898,2130,800,2147,1000,2203,1,1,1,bracket,tree,92,normalized,
dialer,Phone Number,elder_zoom_heavy,co_present,"[499, 347]",538,762,168,690,912,855,1,1,1,bracket,tree,93,normalized,
dialer,1,elder_zoom_heavy,co_present,"[174, 450]",187,988,168,911,207,1029,1,1,1,bracket,tree,93,normalized,
dialer,2,elder_zoom_heavy,co_present,"[499, 457]",538,1003,514,916,564,1034,1,1,1,bracket,tree,88,normalized,
dialer,ABC,elder_zoom_heavy,co_present,"[499, 479]",538,1051,500,1034,579,1085,1,1,1,bracket,tree,95,normalized,
dialer,3,elder_zoom_heavy,co_present,"[826, 454]",892,997,866,916,916,1034,1,1,1,bracket,tree,93,normalized,
dialer,DEF,elder_zoom_heavy,co_present,"[826, 477]",892,1047,855,1034,928,1085,1,1,1,bracket,tree,95,normalized,
dialer,4,elder_zoom_heavy,co_present,"[172, 550]",185,1207,160,1135,214,1253,1,1,1,bracket,tree,93,normalized,
dialer,GHI,elder_zoom_heavy,co_present,"[172, 579]",185,1271,154,1253,221,1304,1,1,1,bracket,tree,95,normalized,
dialer,5,elder_zoom_heavy,co_present,"[499, 552]",538,1212,514,1135,566,1253,1,1,1,bracket,tree,92,normalized,
dialer,JKL,elder_zoom_heavy,co_present,"[499, 579]",538,1271,506,1253,574,1304,1,1,1,bracket,tree,92,normalized,
dialer,6,elder_zoom_heavy,co_present,"[832, 555]",898,1218,865,1135,918,1253,1,1,1,bracket,tree,93,normalized,
dialer,MNO,elder_zoom_heavy,co_present,"[826, 579]",892,1271,845,1253,938,1304,1,1,1,bracket,tree,95,normalized,
dialer,7,elder_zoom_heavy,co_present,"[172, 649]",185,1425,163,1354,211,1472,1,1,1,bracket,tree,93,normalized,
dialer,PQRS,elder_zoom_heavy,co_present,"[172, 679]",185,1491,136,1472,239,1523,1,1,1,bracket,tree,95,normalized,
dialer,8,elder_zoom_heavy,co_present,"[499, 649]",538,1425,514,1354,565,1472,1,1,1,bracket,tree,87,normalized,
dialer,TUV,elder_zoom_heavy,co_present,"[499, 679]",538,1491,502,1472,577,1523,1,1,1,bracket,tree,95,normalized,
dialer,9,elder_zoom_heavy,co_present,"[832, 654]",898,1436,865,1354,918,1472,1,1,1,bracket,tree,93,normalized,
dialer,WXYZ,elder_zoom_heavy,co_present,"[831, 679]",897,1491,839,1472,945,1523,1,1,1,bracket,tree,95,normalized,
dialer,∗,elder_zoom_heavy,co_present,"[172, 746]",185,1638,166,1568,209,1696,1,1,1,bracket,tree,93,normalized,
dialer,0,elder_zoom_heavy,co_present,"[499, 752]",538,1651,508,1573,571,1691,1,1,1,bracket,tree,92,normalized,
dialer,+,elder_zoom_heavy,co_present,"[499, 781]",538,1715,528,1691,551,1742,1,1,1,bracket,tree,95,normalized,
dialer,#,elder_zoom_heavy,co_present,"[832, 755]",898,1658,860,1573,924,1691,1,1,1,bracket,tree,93,normalized,
dialer,Call,elder_zoom_heavy,co_present,"[500, 856]",540,1879,396,1800,684,1968,1,1,1,bracket,tree,94,normalized,
dialer,Home,elder_zoom_heavy,co_present,"[166, 960]",179,2108,129,2130,230,2178,1,1,1,bracket,tree,92,normalized,
dialer,Keypad,elder_zoom_heavy,co_present,"[499, 971]",538,2132,475,2130,605,2178,1,1,1,bracket,tree,91,normalized,
dialer,Voicemail,elder_zoom_heavy,co_present,"[832, 960]",898,2108,817,2130,982,2178,1,1,1,bracket,tree,92,normalized,
dialer,Phone Number,elder_combo_max,co_present,"[499, 281]",538,611,182,518,898,697,1,1,1,bracket,tree,93,normalized,
dialer,1,elder_combo_max,co_present,"[176, 384]",190,836,167,758,209,885,1,1,1,bracket,tree,93,normalized,
dialer,2,elder_combo_max,co_present,"[499, 389]",538,846,513,764,566,891,1,1,1,bracket,tree,90,normalized,
dialer,ABC,elder_combo_max,co_present,"[499, 419]",538,912,497,891,582,945,1,1,1,bracket,tree,93,normalized,
dialer,3,elder_combo_max,co_present,"[816, 386]",881,840,863,764,917,891,1,1,1,bracket,tree,93,normalized,
dialer,DEF,elder_combo_max,co_present,"[823, 419]",888,912,851,891,930,945,1,1,1,bracket,tree,95,normalized,
dialer,4,elder_combo_max,co_present,"[178, 502]",192,1092,159,1001,217,1128,1,1,1,bracket,tree,93,normalized,
dialer,GHI,elder_combo_max,co_present,"[172, 529]",185,1151,152,1128,225,1182,1,1,1,bracket,tree,95,normalized,
dialer,5,elder_combo_max,co_present,"[499, 501]",538,1090,511,1001,567,1128,1,1,1,bracket,tree,92,normalized,
dialer,JKL,elder_combo_max,co_present,"[500, 529]",540,1151,503,1128,575,1182,1,1,1,bracket,tree,95,normalized,
dialer,6,elder_combo_max,co_present,"[817, 503]",882,1095,862,1001,919,1128,1,1,1,bracket,tree,93,normalized,
dialer,MNO,elder_combo_max,co_present,"[822, 529]",887,1151,841,1128,940,1182,1,1,1,bracket,tree,95,normalized,
dialer,7,elder_combo_max,co_present,"[174, 609]",187,1325,162,1238,214,1365,1,1,1,bracket,tree,93,normalized,
dialer,PQRS,elder_combo_max,co_present,"[174, 638]",187,1388,133,1365,244,1419,1,1,1,bracket,tree,95,normalized,
dialer,8,elder_combo_max,co_present,"[499, 607]",538,1321,511,1238,566,1365,1,1,1,bracket,tree,87,normalized,
dialer,TUV,elder_combo_max,co_present,"[499, 636]",538,1384,499,1365,579,1419,1,1,1,bracket,tree,95,normalized,
dialer,9,elder_combo_max,co_present,"[826, 609]",892,1325,862,1238,919,1365,1,1,1,bracket,tree,93,normalized,
dialer,WXYZ,elder_combo_max,co_present,"[826, 636]",892,1384,834,1365,947,1419,1,1,1,bracket,tree,95,normalized,
dialer,∗,elder_combo_max,co_present,"[172, 707]",185,1539,165,1470,212,1608,1,1,1,bracket,tree,93,normalized,
dialer,0,elder_combo_max,co_present,"[499, 715]",538,1556,506,1475,573,1602,1,1,1,bracket,tree,92,normalized,
dialer,+,elder_combo_max,co_present,"[499, 749]",538,1630,527,1602,552,1656,1,1,1,bracket,tree,95,normalized,
dialer,#,elder_combo_max,co_present,"[832, 715]",898,1556,856,1475,925,1602,1,1,1,bracket,tree,93,normalized,
dialer,Call,elder_combo_max,co_present,"[499, 829]",538,1804,360,1721,720,1903,1,1,1,bracket,tree,94,normalized,
dialer,Home,elder_combo_max,co_present,"[166, 960]",179,2089,93,2079,266,2157,1,1,1,bracket,tree,92,normalized,
dialer,Keypad,elder_combo_max,co_present,"[499, 968]",538,2107,429,2079,651,2157,1,1,1,bracket,tree,91,normalized,
dialer,Voicemail,elder_combo_max,co_present,"[832, 956]",898,2081,757,2079,1042,2157,1,1,1,bracket,tree,92,normalized,
dialer,Phone Number,elder_combo_mid,co_present,"[499, 346]",538,759,168,671,912,836,1,1,1,bracket,tree,93,normalized,
dialer,1,elder_combo_mid,co_present,"[176, 445]",190,977,168,892,207,1010,1,1,1,bracket,tree,93,normalized,
dialer,2,elder_combo_mid,co_present,"[499, 444]",538,975,514,897,564,1015,1,1,1,bracket,tree,88,normalized,
dialer,ABC,elder_combo_mid,co_present,"[499, 471]",538,1034,500,1015,579,1066,1,1,1,bracket,tree,93,normalized,
dialer,3,elder_combo_mid,co_present,"[826, 447]",892,981,866,897,916,1015,1,1,1,bracket,tree,93,normalized,
dialer,DEF,elder_combo_mid,co_present,"[827, 471]",893,1034,855,1015,928,1066,1,1,1,bracket,tree,95,normalized,
dialer,4,elder_combo_mid,co_present,"[172, 541]",185,1188,160,1116,214,1234,1,1,1,bracket,tree,93,normalized,
dialer,GHI,elder_combo_mid,co_present,"[172, 571]",185,1253,154,1234,221,1285,1,1,1,bracket,tree,95,normalized,
dialer,5,elder_combo_mid,co_present,"[499, 545]",538,1196,514,1116,566,1234,1,1,1,bracket,tree,92,normalized,
dialer,JKL,elder_combo_mid,co_present,"[499, 571]",538,1253,506,1234,574,1285,1,1,1,bracket,tree,92,normalized,
dialer,6,elder_combo_mid,co_present,"[826, 545]",892,1196,865,1116,918,1234,1,1,1,bracket,tree,93,normalized,
dialer,MNO,elder_combo_mid,co_present,"[826, 571]",892,1253,845,1234,938,1285,1,1,1,bracket,tree,95,normalized,
dialer,7,elder_combo_mid,co_present,"[172, 643]",185,1412,163,1335,211,1453,1,1,1,bracket,tree,93,normalized,
dialer,PQRS,elder_combo_mid,co_present,"[174, 671]",187,1473,136,1453,239,1504,1,1,1,bracket,tree,95,normalized,
dialer,8,elder_combo_mid,co_present,"[499, 645]",538,1416,514,1335,565,1453,1,1,1,bracket,tree,87,normalized,
dialer,TUV,elder_combo_mid,co_present,"[499, 670]",538,1471,502,1453,577,1504,1,1,1,bracket,tree,95,normalized,
dialer,9,elder_combo_mid,co_present,"[826, 641]",892,1407,865,1335,918,1453,1,1,1,bracket,tree,93,normalized,
dialer,WXYZ,elder_combo_mid,co_present,"[826, 671]",892,1473,839,1453,945,1504,1,1,1,bracket,tree,95,normalized,
dialer,∗,elder_combo_mid,co_present,"[172, 738]",185,1620,166,1549,209,1677,1,1,1,bracket,tree,93,normalized,
dialer,0,elder_combo_mid,co_present,"[499, 740]",538,1625,508,1554,571,1672,1,1,1,bracket,tree,92,normalized,
dialer,+,elder_combo_mid,co_present,"[499, 771]",538,1693,528,1672,551,1723,1,1,1,bracket,tree,95,normalized,
dialer,#,elder_combo_mid,co_present,"[832, 742]",898,1629,860,1554,924,1672,1,1,1,bracket,tree,93,normalized,
dialer,Call,elder_combo_mid,co_present,"[500, 848]",540,1862,377,1781,704,1949,1,1,1,bracket,tree,94,normalized,
dialer,Home,elder_combo_mid,co_present,"[166, 960]",179,2108,104,2111,255,2178,1,1,1,bracket,tree,92,normalized,
dialer,Keypad,elder_combo_mid,co_present,"[499, 971]",538,2132,443,2111,637,2178,1,1,1,bracket,tree,91,normalized,
dialer,Voicemail,elder_combo_mid,co_present,"[832, 956]",898,2099,776,2111,1024,2178,1,1,1,bracket,tree,92,normalized,
dialer,Phone Number,colorblind_deuteranomaly,co_present,"[499, 431]",538,956,147,900,933,1044,1,1,1,bracket,tree,89,normalized,
dialer,1,colorblind_deuteranomaly,co_present,"[174, 525]",187,1165,169,1093,203,1197,1,1,1,bracket,tree,92,normalized,
dialer,2,colorblind_deuteranomaly,co_present,"[499, 526]",538,1167,518,1097,561,1201,1,1,1,bracket,tree,91,normalized,
dialer,ABC,colorblind_deuteranomaly,co_present,"[499, 549]",538,1218,505,1201,574,1245,1,1,1,bracket,tree,92,normalized,
dialer,3,colorblind_deuteranomaly,co_present,"[826, 528]",892,1171,870,1097,914,1201,1,1,1,bracket,tree,92,normalized,
