screen,target_text,profile,status,raw_response,x_pred,y_pred,x_min,y_min,x_max,y_max,score,trials,trial_scores,parse_method,prompt_mode,tree_rows_sent
clock,Sun Sat,colorblind_deuteranomaly,co_present,"[168, 601]",168,601,95,570,256,632,1,1,1,bracket,tree,62
clock,Sun Sat,colorblind_deuteranomaly,co_present,"[167, 601]",167,601,95,570,256,632,1,1,1,bracket,tree,62
clock,9:00 AM,colorblind_deuteranomaly,co_present,"[235, 675]",235,675,95,653,408,808,1,1,1,bracket,tree,62
clock,9:00 AM,colorblind_deuteranomaly,co_present,"[244, 731]",244,731,95,653,408,808,1,1,1,bracket,tree,62
clock,World Clock,colorblind_deuteranomaly,co_present,"[320, 2184]",320,2184,221,2162,426,2202,1,1,1,bracket,tree,59
clock,World Clock,colorblind_deuteranomaly,co_present,"[313, 2182]",313,2182,221,2162,426,2202,1,1,1,bracket,tree,59
clock,Timers,colorblind_deuteranomaly,co_present,"[540, 2182]",540,2182,482,2162,596,2202,1,1,1,bracket,tree,57
clock,Timers,colorblind_deuteranomaly,co_present,"[540, 2184]",540,2184,482,2162,596,2202,1,1,1,bracket,tree,57
clock,Stopwatch,colorblind_deuteranomaly,co_present,"[756, 2182]",756,2182,666,2162,845,2202,1,1,1,bracket,tree,59
clock,Stopwatch,colorblind_deuteranomaly,co_present,"[754, 2184]",754,2184,666,2162,845,2202,1,1,1,bracket,tree,59
clock,Bedtime,colorblind_deuteranomaly,co_present,"[940, 2182]",940,2182,900,2162,1042,2202,1,1,1,bracket,tree,59
clock,Bedtime,colorblind_deuteranomaly,co_present,"[911, 2190]",911,2190,900,2162,1042,2202,1,1,1,bracket,tree,59
contacts,All contacts,baseline,co_present,"[236, 231]",236,231,142,226,342,279,1,1,1,bracket,tree,66
contacts,All contacts,baseline,co_present,"[236, 230]",236,230,142,226,342,279,1,1,1,bracket,tree,66
contacts,Your info,baseline,co_present,"[277, 385]",277,385,221,389,346,431,1,1,1,bracket,tree,68
contacts,Your info,baseline,co_present,"[277, 386]",277,386,221,389,346,431,1,1,1,bracket,tree,68
contacts,Andres,baseline,co_present,"[289, 424]",289,424,221,431,365,494,1,1,1,bracket,tree,67
contacts,Andres,baseline,co_present,"[269, 430]",269,430,221,431,365,494,1,1,1,bracket,tree,67
contacts,No contacts yet,baseline,co_present,"[540, 1372]",540,1372,317,1446,763,1530,0,1,0,bracket,tree,68
contacts,No contacts yet,baseline,co_present,"[514, 1380]",514,1380,317,1446,763,1530,0,1,0,bracket,tree,68
contacts,Contacts,baseline,co_present,"[166, 2140]",166,2140,110,2161,248,2203,1,1,1,bracket,tree,65
contacts,Contacts,baseline,co_present,"[164, 2148]",164,2148,110,2161,248,2203,1,1,1,bracket,tree,65
contacts,Highlights,baseline,co_present,"[540, 2184]",540,2184,463,2161,616,2203,1,1,1,bracket,tree,63
contacts,Highlights,baseline,co_present,"[540, 2158]",540,2158,463,2161,616,2203,1,1,1,bracket,tree,63
contacts,Organize,baseline,co_present,"[878, 2184]",878,2184,831,2161,968,2203,1,1,1,bracket,tree,65
contacts,All contacts,elder_text_heavy,co_present,"[265, 233]",265,233,142,214,436,291,1,1,1,bracket,tree,66
contacts,Organize,baseline,co_present,"[900, 2175]",900,2175,831,2161,968,2203,1,1,1,bracket,tree,65
contacts,All contacts,elder_text_heavy,co_present,"[271, 228]",271,228,142,214,436,291,1,1,1,bracket,tree,66
contacts,Your info,elder_text_heavy,co_present,"[300, 393]",300,393,221,389,400,448,1,1,1,bracket,tree,68
contacts,Your info,elder_text_heavy,co_present,"[300, 394]",300,394,221,389,400,448,1,1,1,bracket,tree,68
contacts,Andres,elder_text_heavy,co_present,"[304, 451]",304,451,221,448,412,534,1,1,1,bracket,tree,68
contacts,Andres,elder_text_heavy,co_present,"[315, 463]",315,463,221,448,412,534,1,1,1,bracket,tree,68
contacts,No contacts yet,elder_text_heavy,co_present,"[498, 1400]",498,1400,289,1453,792,1549,0,1,0,bracket,tree,68
contacts,No contacts yet,elder_text_heavy,co_present,"[530, 1402]",530,1402,289,1453,792,1549,0,1,0,bracket,tree,68
contacts,Contacts,elder_text_heavy,co_present,"[181, 2167]",181,2167,84,2147,275,2203,1,1,1,bracket,tree,65
contacts,Contacts,elder_text_heavy,co_present,"[165, 2128]",165,2128,84,2147,275,2203,1,1,1,bracket,tree,65
contacts,Highlights,elder_text_heavy,co_present,"[540, 2170]",540,2170,434,2147,646,2203,1,1,1,bracket,tree,63
contacts,Highlights,elder_text_heavy,co_present,"[540, 2175]",540,2175,434,2147,646,2203,1,1,1,bracket,tree,63
contacts,Organize,elder_text_heavy,co_present,"[850, 2178]",850,2178,805,2147,994,2203,1,1,1,bracket,tree,65
contacts,Organize,elder_text_heavy,co_present,"[899, 2175]",899,2175,805,2147,994,2203,1,1,1,bracket,tree,65
contacts,All contacts,elder_zoom_heavy,co_present,"[271, 276]",271,276,162,258,394,318,1,1,1,bracket,tree,66
contacts,All contacts,elder_zoom_heavy,co_present,"[256, 269]",256,269,162,258,394,318,1,1,1,bracket,tree,66
contacts,Your info,elder_zoom_heavy,co_present,"[319, 435]",319,435,252,444,396,492,1,1,1,bracket,tree,68
contacts,Your info,elder_zoom_heavy,co_present,"[300, 434]",300,434,252,444,396,492,1,1,1,bracket,tree,68
contacts,Andres,elder_zoom_heavy,co_present,"[313, 494]",313,494,252,492,415,564,1,1,1,bracket,tree,67
contacts,Andres,elder_zoom_heavy,co_present,"[329, 494]",329,494,252,492,415,564,1,1,1,bracket,tree,67
contacts,No contacts yet,elder_zoom_heavy,co_present,"[534, 1571]",534,1571,284,1482,796,1578,1,1,1,bracket,tree,68
contacts,No contacts yet,elder_zoom_heavy,co_present,"[505, 1458]",505,1458,284,1482,796,1578,1,1,1,bracket,tree,68
contacts,Contacts,elder_zoom_heavy,co_present,"[153, 2140]",153,2140,101,2130,258,2178,1,1,1,bracket,tree,65
contacts,Contacts,elder_zoom_heavy,co_present,"[171, 2144]",171,2144,101,2130,258,2178,1,1,1,bracket,tree,65
contacts,Highlights,elder_zoom_heavy,co_present,"[502, 2158]",502,2158,452,2130,627,2178,1,1,1,bracket,tree,64
contacts,Highlights,elder_zoom_heavy,co_present,"[540, 2144]",540,2144,452,2130,627,2178,1,1,1,bracket,tree,64
contacts,Organize,elder_zoom_heavy,co_present,"[900, 2146]",900,2146,822,2130,977,2178,1,1,1,bracket,tree,65
contacts,Organize,elder_zoom_heavy,co_present,"[899, 2147]",899,2147,822,2130,977,2178,1,1,1,bracket,tree,65
contacts,All contacts,elder_combo_max,co_present,"[378, 300]",378,300,176,260,584,366,1,1,1,bracket,tree,66
contacts,All contacts,elder_combo_max,co_present,"[373, 295]",373,295,176,260,584,366,1,1,1,bracket,tree,66
contacts,Your info,elder_combo_max,co_present,"[372, 493]",372,493,273,483,523,567,1,1,1,bracket,tree,68
contacts,Your info,elder_combo_max,co_present,"[389, 507]",389,507,273,483,523,567,1,1,1,bracket,tree,68
contacts,Andres,elder_combo_max,co_present,"[396, 611]",396,611,273,567,538,684,1,1,1,bracket,tree,68
contacts,Andres,elder_combo_max,co_present,"[398, 586]",398,586,273,567,538,684,1,1,1,bracket,tree,68
contacts,No contacts yet,elder_combo_max,co_present,"[493, 1493]",493,1493,199,1516,881,1645,0,1,0,bracket,tree,68
contacts,No contacts yet,elder_combo_max,co_present,"[508, 1495]",508,1495,199,1516,881,1645,0,1,0,bracket,tree,68
contacts,Contacts,elder_combo_max,co_present,"[151, 2134]",151,2134,46,2079,314,2157,1,1,1,bracket,tree,65
contacts,Highlights,elder_combo_max,co_present,"[540, 2093]",540,2093,390,2079,690,2157,1,1,1,bracket,tree,64
contacts,Contacts,elder_combo_max,co_present,"[167, 2100]",167,2100,46,2079,314,2157,1,1,1,bracket,tree,65
contacts,Highlights,elder_combo_max,co_present,"[540, 2120]",540,2120,390,2079,690,2157,1,1,1,bracket,tree,64
contacts,Organize,elder_combo_max,co_present,"[872, 2119]",872,2119,766,2079,1033,2157,1,1,1,bracket,tree,65
contacts,Organize,elder_combo_max,co_present,"[848, 2105]",848,2105,766,2079,1033,2157,1,1,1,bracket,tree,65
contacts,All contacts,elder_combo_mid,co_present,"[337, 283]",337,283,162,241,527,336,1,1,1,bracket,tree,66
contacts,All contacts,elder_combo_mid,co_present,"[323, 283]",323,283,162,241,527,336,1,1,1,bracket,tree,66
contacts,Your info,elder_combo_mid,co_present,"[341, 443]",341,443,252,444,470,516,1,1,1,bracket,tree,68
contacts,Your info,elder_combo_mid,co_present,"[333, 444]",333,444,252,444,470,516,1,1,1,bracket,tree,68
contacts,Andres,elder_combo_mid,co_present,"[361, 527]",361,527,252,516,486,620,1,1,1,bracket,tree,68
contacts,No contacts yet,elder_combo_mid,co_present,"[507, 1563]",507,1563,242,1493,839,1605,1,1,1,bracket,tree,68
contacts,Andres,elder_combo_mid,co_present,"[369, 531]",369,531,252,516,486,620,1,1,1,bracket,tree,68
contacts,Contacts,elder_combo_mid,co_present,"[170, 2150]",170,2150,63,2111,297,2178,1,1,1,bracket,tree,65
contacts,No contacts yet,elder_combo_mid,co_present,"[502, 1551]",502,1551,242,1493,839,1605,1,1,1,bracket,tree,68
contacts,Contacts,elder_combo_mid,co_present,"[168, 2133]",168,2133,63,2111,297,2178,1,1,1,bracket,tree,65
contacts,Highlights,elder_combo_mid,co_present,"[540, 2148]",540,2148,409,2111,671,2178,1,1,1,bracket,tree,64
contacts,Highlights,elder_combo_mid,co_present,"[540, 2113]",540,2113,409,2111,671,2178,1,1,1,bracket,tree,64
contacts,Organize,elder_combo_mid,co_present,"[899, 2149]",899,2149,784,2111,1016,2178,1,1,1,bracket,tree,65
contacts,Organize,elder_combo_mid,co_present,"[885, 2155]",885,2155,784,2111,1016,2178,1,1,1,bracket,tree,65
contacts,All contacts,colorblind_deuteranomaly,co_present,"[224, 232]",224,232,142,226,342,279,1,1,1,bracket,tree,66
contacts,Your info,colorblind_deuteranomaly,co_present,"[260, 381]",260,381,221,389,346,431,1,1,1,bracket,tree,68
contacts,All contacts,colorblind_deuteranomaly,co_present,"[220, 238]",220,238,142,226,342,279,1,1,1,bracket,tree,66
contacts,Andres,colorblind_deuteranomaly,co_present,"[286, 435]",286,435,221,431,365,494,1,1,1,bracket,tree,67
contacts,Your info,colorblind_deuteranomaly,co_present,"[258, 377]",258,377,221,389,346,431,1,1,1,bracket,tree,68
contacts,No contacts yet,colorblind_deuteranomaly,co_present,"[540, 1735]",540,1735,317,1446,763,1530,0,1,0,bracket,tree,68
contacts,Andres,colorblind_deuteranomaly,co_present,"[287, 428]",287,428,221,431,365,494,1,1,1,bracket,tree,67
contacts,Contacts,colorblind_deuteranomaly,co_present,"[148, 2148]",148,2148,110,2161,248,2203,1,1,1,bracket,tree,65
contacts,No contacts yet,colorblind_deuteranomaly,co_present,"[540, 1515]",540,1515,317,1446,763,1530,1,1,1,bracket,tree,68
contacts,Highlights,colorblind_deuteranomaly,co_present,"[540, 2182]",540,2182,463,2161,616,2203,1,1,1,bracket,tree,63
contacts,Contacts,colorblind_deuteranomaly,co_present,"[167, 2143]",167,2143,110,2161,248,2203,1,1,1,bracket,tree,65
contacts,Organize,colorblind_deuteranomaly,co_present,"[844, 2188]",844,2188,831,2161,968,2203,1,1,1,bracket,tree,65
contacts,Highlights,colorblind_deuteranomaly,co_present,"[540, 2140]",540,2140,463,2161,616,2203,1,1,1,bracket,tree,63
dialer,Phone Number,baseline,co_present,"[241, 968]",241,968,147,900,933,1044,1,1,1,bracket,tree,89
contacts,Organize,colorblind_deuteranomaly,co_present,"[831, 2143]",831,2143,831,2161,968,2203,1,1,1,bracket,tree,65
dialer,1,baseline,co_present,"[173, 1055]",173,1055,169,1093,203,1197,0,1,0,bracket,tree,92
dialer,2,baseline,co_present,"[540, 1171]",540,1171,518,1097,561,1201,1,1,1,bracket,tree,91
dialer,Phone Number,baseline,co_present,"[540, 894]",540,894,147,900,933,1044,1,1,1,bracket,tree,89
dialer,ABC,baseline,co_present,"[540, 1223]",540,1223,505,1201,574,1245,1,1,1,bracket,tree,92
dialer,1,baseline,co_present,"[172, 1149]",172,1149,169,1093,203,1197,1,1,1,bracket,tree,92
dialer,3,baseline,co_present,"[893, 1171]",893,1171,870,1097,914,1201,1,1,1,bracket,tree,92
dialer,2,baseline,co_present,"[540, 1171]",540,1171,518,1097,561,1201,1,1,1,bracket,tree,91
dialer,DEF,baseline,api_error,[API-ERROR: AuthenticationError],,,861,1201,924,1245,,0,,,tree,0
dialer,ABC,baseline,co_present,"[540, 1223]",540,1223,505,1201,574,1245,1,1,1,bracket,tree,92
dialer,4,baseline,co_present,"[187, 1363]",187,1363,163,1288,210,1392,1,1,1,bracket,tree,92
dialer,3,baseline,co_present,"[893, 1171]",893,1171,870,1097,914,1201,1,1,1,bracket,tree,92
dialer,GHI,baseline,co_present,"[187, 1414]",187,1414,157,1392,216,1436,1,1,1,bracket,tree,93
dialer,DEF,baseline,co_present,"[893, 1223]",893,1223,861,1201,924,1245,1,1,1,bracket,tree,93
dialer,5,baseline,co_present,"[540, 1363]",540,1363,516,1288,562,1392,1,1,1,bracket,tree,91
dialer,4,baseline,co_present,"[187, 1363]",187,1363,163,1288,210,1392,1,1,1,bracket,tree,92
dialer,JKL,baseline,co_present,"[540, 1414]",540,1414,510,1392,569,1436,1,1,1,bracket,tree,89
dialer,6,baseline,co_present,"[893, 1363]",893,1363,869,1288,915,1392,1,1,1,bracket,tree,92
dialer,GHI,baseline,co_present,"[186, 1414]",186,1414,157,1392,216,1436,1,1,1,bracket,tree,93
dialer,5,baseline,co_present,"[540, 1363]",540,1363,516,1288,562,1392,1,1,1,bracket,tree,91
dialer,MNO,baseline,co_present,"[893, 1414]",893,1414,852,1392,933,1436,1,1,1,bracket,tree,93
dialer,7,baseline,co_present,"[187, 1532]",187,1532,166,1480,208,1584,1,1,1,bracket,tree,92
dialer,JKL,baseline,co_present,"[540, 1414]",540,1414,510,1392,569,1436,1,1,1,bracket,tree,89
dialer,6,baseline,co_present,"[893, 1363]",893,1363,869,1288,915,1392,1,1,1,bracket,tree,92
dialer,PQRS,baseline,co_present,"[187, 1606]",187,1606,142,1584,232,1628,1,1,1,bracket,tree,93
dialer,8,baseline,co_present,"[540, 1555]",540,1555,517,1480,562,1584,1,1,1,bracket,tree,83
dialer,MNO,baseline,co_present,"[893, 1414]",893,1414,852,1392,933,1436,1,1,1,bracket,tree,93
dialer,TUV,baseline,co_present,"[541, 1606]",541,1606,507,1584,573,1628,1,1,1,bracket,tree,92
dialer,7,baseline,co_present,"[187, 1554]",187,1554,166,1480,208,1584,1,1,1,bracket,tree,92
dialer,9,baseline,co_present,"[893, 1555]",893,1555,869,1480,915,1584,1,1,1,bracket,tree,92
dialer,PQRS,baseline,co_present,"[173, 1606]",173,1606,142,1584,232,1628,1,1,1,bracket,tree,93
dialer,8,baseline,co_present,"[540, 1532]",540,1532,517,1480,562,1584,1,1,1,bracket,tree,83
dialer,WXYZ,baseline,co_present,"[893, 1606]",893,1606,846,1584,939,1628,1,1,1,bracket,tree,93
dialer,∗,baseline,co_present,"[187, 1747]",187,1747,168,1668,206,1780,1,1,1,bracket,tree,93
dialer,TUV,baseline,co_present,"[541, 1606]",541,1606,507,1584,573,1628,1,1,1,bracket,tree,92
dialer,9,baseline,co_present,"[893, 1555]",893,1555,869,1480,915,1584,1,1,1,bracket,tree,92
dialer,0,baseline,co_present,"[540, 1724]",540,1724,512,1672,567,1776,1,1,1,bracket,tree,91
dialer,WXYZ,baseline,co_present,"[893, 1606]",893,1606,846,1584,939,1628,1,1,1,bracket,tree,93
dialer,∗,baseline,co_present,"[187, 1747]",187,1747,168,1668,206,1780,1,1,1,bracket,tree,93
dialer,+,baseline,co_present,"[540, 1842]",540,1842,529,1776,549,1820,1,1,1,bracket,tree,92
dialer,0,baseline,co_present,"[540, 1747]",540,1747,512,1672,567,1776,1,1,1,bracket,tree,91
dialer,#,baseline,co_present,"[893, 1746]",893,1746,865,1672,921,1776,1,1,1,bracket,tree,93
dialer,Call,baseline,co_present,"[544, 1802]",544,1802,414,1871,666,2018,0,1,0,bracket,tree,94
dialer,+,baseline,co_present,"[540, 1848]",540,1848,529,1776,549,1820,1,1,1,bracket,tree,92
dialer,Home,baseline,co_present,"[133, 2179]",133,2179,135,2161,224,2203,1,1,1,bracket,tree,92
dialer,#,baseline,co_present,"[893, 1747]",893,1747,865,1672,921,1776,1,1,1,bracket,tree,93
dialer,Call,baseline,co_present,"[585, 1796]",585,1796,414,1871,666,2018,0,1,0,bracket,tree,94
dialer,Keypad,baseline,co_present,"[539, 2182]",539,2182,481,2161,597,2203,1,1,1,bracket,tree,90
dialer,Home,baseline,co_present,"[133, 2155]",133,2155,135,2161,224,2203,1,1,1,bracket,tree,92
dialer,Voicemail,baseline,co_present,"[831, 2187]",831,2187,826,2161,972,2203,1,1,1,bracket,tree,92
dialer,Keypad,baseline,co_present,"[540, 2188]",540,2188,481,2161,597,2203,1,1,1,bracket,tree,90
dialer,Voicemail,baseline,co_present,"[901, 2171]",901,2171,826,2161,972,2203,1,1,1,bracket,tree,92
dialer,Phone Number,elder_text_heavy,co_present,"[540, 850]",540,850,147,886,933,1030,0,1,0,bracket,tree,89
dialer,Phone Number,elder_text_heavy,co_present,"[540, 843]",540,843,147,886,933,1030,0,1,0,bracket,tree,89
dialer,1,elder_text_heavy,co_present,"[172, 1057]",172,1057,169,1079,203,1183,1,1,1,bracket,tree,92
dialer,1,elder_text_heavy,co_present,"[187, 1135]",187,1135,169,1079,203,1183,1,1,1,bracket,tree,92
dialer,2,elder_text_heavy,co_present,"[540, 1157]",540,1157,518,1083,561,1187,1,1,1,bracket,tree,91
dialer,2,elder_text_heavy,co_present,"[540, 1157]",540,1157,518,1083,561,1187,1,1,1,bracket,tree,91
dialer,ABC,elder_text_heavy,co_present,"[540, 1209]",540,1209,505,1187,574,1231,1,1,1,bracket,tree,92
