screen,target_text,profile,status,raw_response,x_pred,y_pred,x_min,y_min,x_max,y_max,score,trials,trial_scores,parse_method,prompt_mode,tree_rows_sent
clock,Bedtime,colorblind_deuteranomaly,co_present,"[973, 2175]",973,2175,900,2162,1042,2202,1,1,1,bracket,tree,59
contacts,All contacts,baseline,co_present,"[242, 251]",242,251,142,226,342,279,1,1,1,bracket,tree,66
contacts,Your info,baseline,co_present,"[283, 409]",283,409,221,389,346,431,1,1,1,bracket,tree,68
contacts,Andres,baseline,co_present,"[292, 461]",292,461,221,431,365,494,1,1,1,bracket,tree,67
contacts,No contacts yet,baseline,co_present,"[540, 1491]",540,1491,317,1446,763,1530,1,1,1,bracket,tree,68
contacts,Contacts,baseline,co_present,"[180, 2161]",180,2161,110,2161,248,2203,1,1,1,bracket,tree,65
contacts,Highlights,baseline,co_present,"[540, 2185]",540,2185,463,2161,616,2203,1,1,1,bracket,tree,63
contacts,Organize,baseline,co_present,"[899, 2189]",899,2189,831,2161,968,2203,1,1,1,bracket,tree,65
contacts,All contacts,elder_text_heavy,co_present,"[295, 253]",295,253,142,214,436,291,1,1,1,bracket,tree,66
contacts,Your info,elder_text_heavy,co_present,"[308, 417]",308,417,221,389,400,448,1,1,1,bracket,tree,68
contacts,Andres,elder_text_heavy,co_present,"[316, 489]",316,489,221,448,412,534,1,1,1,bracket,tree,68
contacts,No contacts yet,elder_text_heavy,co_present,"[540, 1500]",540,1500,289,1453,792,1549,1,1,1,bracket,tree,68
contacts,Contacts,elder_text_heavy,api_error,[API-ERROR: AuthenticationError],,,84,2147,275,2203,,0,,,tree,0
contacts,Highlights,elder_text_heavy,co_present,"[540, 2177]",540,2177,434,2147,646,2203,1,1,1,bracket,tree,63
contacts,Organize,elder_text_heavy,co_present,"[899, 2151]",899,2151,805,2147,994,2203,1,1,1,bracket,tree,65
contacts,All contacts,elder_zoom_heavy,co_present,"[278, 288]",278,288,162,258,394,318,1,1,1,bracket,tree,66
contacts,Your info,elder_zoom_heavy,co_present,"[322, 469]",322,469,252,444,396,492,1,1,1,bracket,tree,68
contacts,Andres,elder_zoom_heavy,co_present,"[332, 528]",332,528,252,492,415,564,1,1,1,bracket,tree,67
contacts,No contacts yet,elder_zoom_heavy,co_present,"[540, 1528]",540,1528,284,1482,796,1578,1,1,1,bracket,tree,68
contacts,Contacts,elder_zoom_heavy,co_present,"[180, 2165]",180,2165,101,2130,258,2178,1,1,1,bracket,tree,65
contacts,Highlights,elder_zoom_heavy,co_present,"[540, 2162]",540,2162,452,2130,627,2178,1,1,1,bracket,tree,64
contacts,Organize,elder_zoom_heavy,co_present,"[900, 2160]",900,2160,822,2130,977,2178,1,1,1,bracket,tree,65
contacts,All contacts,elder_combo_max,co_present,"[379, 314]",379,314,176,260,584,366,1,1,1,bracket,tree,66
contacts,Your info,elder_combo_max,co_present,"[396, 523]",396,523,273,483,523,567,1,1,1,bracket,tree,68
contacts,Andres,elder_combo_max,co_present,"[405, 624]",405,624,273,567,538,684,1,1,1,bracket,tree,68
contacts,No contacts yet,elder_combo_max,co_present,"[540, 1585]",540,1585,199,1516,881,1645,1,1,1,bracket,tree,68
contacts,Contacts,elder_combo_max,co_present,"[180, 2115]",180,2115,46,2079,314,2157,1,1,1,bracket,tree,65
contacts,Highlights,elder_combo_max,co_present,"[540, 2121]",540,2121,390,2079,690,2157,1,1,1,bracket,tree,64
contacts,Organize,elder_combo_max,co_present,"[900, 2115]",900,2115,766,2079,1033,2157,1,1,1,bracket,tree,65
contacts,All contacts,elder_combo_mid,co_present,"[346, 288]",346,288,162,241,527,336,1,1,1,bracket,tree,66
contacts,Your info,elder_combo_mid,co_present,"[359, 479]",359,479,252,444,470,516,1,1,1,bracket,tree,68
contacts,Andres,elder_combo_mid,co_present,"[368, 566]",368,566,252,516,486,620,1,1,1,bracket,tree,68
contacts,No contacts yet,elder_combo_mid,co_present,"[540, 1548]",540,1548,242,1493,839,1605,1,1,1,bracket,tree,68
contacts,Contacts,elder_combo_mid,co_present,"[180, 2143]",180,2143,63,2111,297,2178,1,1,1,bracket,tree,65
contacts,Highlights,elder_combo_mid,co_present,"[540, 2150]",540,2150,409,2111,671,2178,1,1,1,bracket,tree,64
contacts,Organize,elder_combo_mid,co_present,"[900, 2148]",900,2148,784,2111,1016,2178,1,1,1,bracket,tree,65
contacts,All contacts,colorblind_deuteranomaly,co_present,"[242, 252]",242,252,142,226,342,279,1,1,1,bracket,tree,66
contacts,Your info,colorblind_deuteranomaly,co_present,"[282, 408]",282,408,221,389,346,431,1,1,1,bracket,tree,68
contacts,Andres,colorblind_deuteranomaly,co_present,"[292, 462]",292,462,221,431,365,494,1,1,1,bracket,tree,67
contacts,No contacts yet,colorblind_deuteranomaly,co_present,"[540, 1488]",540,1488,317,1446,763,1530,1,1,1,bracket,tree,68
contacts,Contacts,colorblind_deuteranomaly,co_present,"[180, 2160]",180,2160,110,2161,248,2203,1,1,1,bracket,tree,65
contacts,Highlights,colorblind_deuteranomaly,co_present,"[540, 2189]",540,2189,463,2161,616,2203,1,1,1,bracket,tree,63
contacts,Organize,colorblind_deuteranomaly,co_present,"[900, 2172]",900,2172,831,2161,968,2203,1,1,1,bracket,tree,65
dialer,Phone Number,baseline,co_present,"[540, 463]",540,463,147,900,933,1044,0,1,0,bracket,tree,89
dialer,1,baseline,co_present,"[187, 1172]",187,1172,169,1093,203,1197,1,1,1,bracket,tree,92
dialer,2,baseline,co_present,"[540, 1171]",540,1171,518,1097,561,1201,1,1,1,bracket,tree,91
dialer,ABC,baseline,co_present,"[540, 1222]",540,1222,505,1201,574,1245,1,1,1,bracket,tree,92
dialer,3,baseline,co_present,"[893, 1171]",893,1171,870,1097,914,1201,1,1,1,bracket,tree,92
dialer,DEF,baseline,co_present,"[893, 1222]",893,1222,861,1201,924,1245,1,1,1,bracket,tree,93
dialer,4,baseline,co_present,"[187, 1340]",187,1340,163,1288,210,1392,1,1,1,bracket,tree,92
dialer,GHI,baseline,co_present,"[187, 1414]",187,1414,157,1392,216,1436,1,1,1,bracket,tree,93
dialer,5,baseline,co_present,"[540, 1362]",540,1362,516,1288,562,1392,1,1,1,bracket,tree,91
dialer,JKL,baseline,co_present,"[540, 1414]",540,1414,510,1392,569,1436,1,1,1,bracket,tree,89
dialer,6,baseline,co_present,"[893, 1362]",893,1362,869,1288,915,1392,1,1,1,bracket,tree,92
dialer,MNO,baseline,co_present,"[893, 1411]",893,1411,852,1392,933,1436,1,1,1,bracket,tree,93
dialer,7,baseline,co_present,"[187, 1530]",187,1530,166,1480,208,1584,1,1,1,bracket,tree,92
dialer,PQRS,baseline,co_present,"[187, 1605]",187,1605,142,1584,232,1628,1,1,1,bracket,tree,93
dialer,8,baseline,co_present,"[540, 1532]",540,1532,517,1480,562,1584,1,1,1,bracket,tree,83
dialer,TUV,baseline,co_present,"[540, 1606]",540,1606,507,1584,573,1628,1,1,1,bracket,tree,92
dialer,9,baseline,co_present,"[892, 1532]",892,1532,869,1480,915,1584,1,1,1,bracket,tree,92
dialer,WXYZ,baseline,api_error,[API-ERROR: AuthenticationError],,,846,1584,939,1628,,0,,,tree,0
dialer,∗,baseline,co_present,"[187, 1727]",187,1727,168,1668,206,1780,1,1,1,bracket,tree,93
dialer,0,baseline,co_present,"[540, 1746]",540,1746,512,1672,567,1776,1,1,1,bracket,tree,91
dialer,+,baseline,co_present,"[540, 1801]",540,1801,529,1776,549,1820,1,1,1,bracket,tree,92
dialer,#,baseline,co_present,"[893, 1746]",893,1746,865,1672,921,1776,1,1,1,bracket,tree,93
dialer,Call,baseline,co_present,"[540, 1945]",540,1945,414,1871,666,2018,1,1,1,bracket,tree,94
dialer,Home,baseline,co_present,"[180, 2190]",180,2190,135,2161,224,2203,1,1,1,bracket,tree,92
dialer,Keypad,baseline,co_present,"[540, 2192]",540,2192,481,2161,597,2203,1,1,1,bracket,tree,90
dialer,Voicemail,baseline,co_present,"[898, 2188]",898,2188,826,2161,972,2203,1,1,1,bracket,tree,92
dialer,Phone Number,elder_text_heavy,co_present,"[540, 456]",540,456,147,886,933,1030,0,1,0,bracket,tree,89
dialer,1,elder_text_heavy,co_present,"[187, 1155]",187,1155,169,1079,203,1183,1,1,1,bracket,tree,92
dialer,2,elder_text_heavy,co_present,"[540, 1135]",540,1135,518,1083,561,1187,1,1,1,bracket,tree,91
dialer,ABC,elder_text_heavy,co_present,"[540, 1209]",540,1209,505,1187,574,1231,1,1,1,bracket,tree,92
dialer,3,elder_text_heavy,co_present,"[893, 1133]",893,1133,870,1083,914,1187,1,1,1,bracket,tree,92
dialer,DEF,elder_text_heavy,co_present,"[893, 1209]",893,1209,861,1187,924,1231,1,1,1,bracket,tree,93
dialer,4,elder_text_heavy,co_present,"[187, 1327]",187,1327,163,1274,210,1378,1,1,1,bracket,tree,92
dialer,GHI,elder_text_heavy,co_present,"[187, 1400]",187,1400,157,1378,216,1422,1,1,1,bracket,tree,93
dialer,5,elder_text_heavy,co_present,"[540, 1324]",540,1324,516,1274,562,1378,1,1,1,bracket,tree,91
dialer,JKL,elder_text_heavy,co_present,"[540, 1400]",540,1400,510,1378,569,1422,1,1,1,bracket,tree,89
dialer,6,elder_text_heavy,co_present,"[893, 1348]",893,1348,869,1274,915,1378,1,1,1,bracket,tree,92
dialer,MNO,elder_text_heavy,co_present,"[892, 1400]",892,1400,852,1378,933,1422,1,1,1,bracket,tree,93
dialer,7,elder_text_heavy,co_present,"[187, 1518]",187,1518,166,1466,208,1570,1,1,1,bracket,tree,92
dialer,PQRS,elder_text_heavy,co_present,"[187, 1592]",187,1592,142,1570,232,1614,1,1,1,bracket,tree,93
dialer,8,elder_text_heavy,co_present,"[540, 1528]",540,1528,517,1466,562,1570,1,1,1,bracket,tree,83
dialer,TUV,elder_text_heavy,co_present,"[540, 1592]",540,1592,507,1570,573,1614,1,1,1,bracket,tree,92
dialer,9,elder_text_heavy,co_present,"[893, 1540]",893,1540,869,1466,915,1570,1,1,1,bracket,tree,92
dialer,WXYZ,elder_text_heavy,co_present,"[893, 1592]",893,1592,846,1570,939,1614,1,1,1,bracket,tree,93
dialer,∗,elder_text_heavy,co_present,"[187, 1717]",187,1717,168,1654,206,1766,1,1,1,bracket,tree,93
dialer,0,elder_text_heavy,co_present,"[540, 1733]",540,1733,512,1658,567,1762,1,1,1,bracket,tree,91
dialer,+,elder_text_heavy,co_present,"[540, 1786]",540,1786,529,1762,549,1806,1,1,1,bracket,tree,92
dialer,#,elder_text_heavy,co_present,"[893, 1732]",893,1732,865,1658,921,1762,1,1,1,bracket,tree,93
dialer,Call,elder_text_heavy,co_present,"[540, 1931]",540,1931,400,1857,681,2004,1,1,1,bracket,tree,94
dialer,Home,elder_text_heavy,co_present,"[180, 2179]",180,2179,118,2147,241,2203,1,1,1,bracket,tree,92
dialer,Keypad,elder_text_heavy,co_present,"[540, 2169]",540,2169,461,2147,618,2203,1,1,1,bracket,tree,90
dialer,Voicemail,elder_text_heavy,co_present,"[900, 2176]",900,2176,800,2147,1000,2203,1,1,1,bracket,tree,92
dialer,Phone Number,elder_zoom_heavy,co_present,"[540, 773]",540,773,168,690,912,855,1,1,1,bracket,tree,93
dialer,1,elder_zoom_heavy,co_present,"[188, 978]",188,978,168,911,207,1029,1,1,1,bracket,tree,93
dialer,2,elder_zoom_heavy,co_present,"[540, 975]",540,975,514,916,564,1034,1,1,1,bracket,tree,88
dialer,ABC,elder_zoom_heavy,co_present,"[540, 1065]",540,1065,500,1034,579,1085,1,1,1,bracket,tree,95
dialer,3,elder_zoom_heavy,co_present,"[892, 1000]",892,1000,866,916,916,1034,1,1,1,bracket,tree,93
dialer,DEF,elder_zoom_heavy,co_present,"[891, 1058]",891,1058,855,1034,928,1085,1,1,1,bracket,tree,95
dialer,4,elder_zoom_heavy,co_present,"[188, 1209]",188,1209,160,1135,214,1253,1,1,1,bracket,tree,93
dialer,GHI,elder_zoom_heavy,co_present,"[188, 1280]",188,1280,154,1253,221,1304,1,1,1,bracket,tree,95
dialer,5,elder_zoom_heavy,co_present,"[540, 1219]",540,1219,514,1135,566,1253,1,1,1,bracket,tree,92
dialer,JKL,elder_zoom_heavy,co_present,"[540, 1279]",540,1279,506,1253,574,1304,1,1,1,bracket,tree,92
dialer,6,elder_zoom_heavy,co_present,"[891, 1194]",891,1194,865,1135,918,1253,1,1,1,bracket,tree,93
dialer,MNO,elder_zoom_heavy,co_present,"[891, 1278]",891,1278,845,1253,938,1304,1,1,1,bracket,tree,95
dialer,7,elder_zoom_heavy,co_present,"[188, 1410]",188,1410,163,1354,211,1472,1,1,1,bracket,tree,93
dialer,PQRS,elder_zoom_heavy,co_present,"[188, 1497]",188,1497,136,1472,239,1523,1,1,1,bracket,tree,95
dialer,8,elder_zoom_heavy,co_present,"[540, 1438]",540,1438,514,1354,565,1472,1,1,1,bracket,tree,87
dialer,TUV,elder_zoom_heavy,co_present,"[539, 1497]",539,1497,502,1472,577,1523,1,1,1,bracket,tree,95
dialer,9,elder_zoom_heavy,co_present,"[892, 1414]",892,1414,865,1354,918,1472,1,1,1,bracket,tree,93
dialer,WXYZ,elder_zoom_heavy,co_present,"[892, 1498]",892,1498,839,1472,945,1523,1,1,1,bracket,tree,95
dialer,∗,elder_zoom_heavy,co_present,"[188, 1657]",188,1657,166,1568,209,1696,1,1,1,bracket,tree,93
dialer,0,elder_zoom_heavy,co_present,"[540, 1657]",540,1657,508,1573,571,1691,1,1,1,bracket,tree,92
dialer,+,elder_zoom_heavy,co_present,"[540, 1719]",540,1719,528,1691,551,1742,1,1,1,bracket,tree,95
dialer,#,elder_zoom_heavy,co_present,"[892, 1657]",892,1657,860,1573,924,1691,1,1,1,bracket,tree,93
dialer,Call,elder_zoom_heavy,co_present,"[587, 1884]",587,1884,396,1800,684,1968,1,1,1,bracket,tree,94
dialer,Home,elder_zoom_heavy,co_present,"[180, 2160]",180,2160,129,2130,230,2178,1,1,1,bracket,tree,92
dialer,Keypad,elder_zoom_heavy,co_present,"[540, 2155]",540,2155,475,2130,605,2178,1,1,1,bracket,tree,91
dialer,Voicemail,elder_zoom_heavy,co_present,"[900, 2160]",900,2160,817,2130,982,2178,1,1,1,bracket,tree,92
dialer,Phone Number,elder_combo_max,co_present,"[540, 276]",540,276,182,518,898,697,0,1,0,bracket,tree,93
dialer,1,elder_combo_max,co_present,"[189, 824]",189,824,167,758,209,885,1,1,1,bracket,tree,93
dialer,2,elder_combo_max,co_present,"[539, 825]",539,825,513,764,566,891,1,1,1,bracket,tree,90
dialer,ABC,elder_combo_max,co_present,"[540, 918]",540,918,497,891,582,945,1,1,1,bracket,tree,93
dialer,3,elder_combo_max,co_present,"[891, 854]",891,854,863,764,917,891,1,1,1,bracket,tree,93
dialer,DEF,elder_combo_max,co_present,"[891, 917]",891,917,851,891,930,945,1,1,1,bracket,tree,95
dialer,4,elder_combo_max,co_present,"[189, 1062]",189,1062,159,1001,217,1128,1,1,1,bracket,tree,93
dialer,GHI,elder_combo_max,co_present,"[189, 1156]",189,1156,152,1128,225,1182,1,1,1,bracket,tree,95
dialer,5,elder_combo_max,co_present,"[540, 1091]",540,1091,511,1001,567,1128,1,1,1,bracket,tree,92
dialer,JKL,elder_combo_max,co_present,"[540, 1154]",540,1154,503,1128,575,1182,1,1,1,bracket,tree,95
dialer,6,elder_combo_max,co_present,"[890, 1064]",890,1064,862,1001,919,1128,1,1,1,bracket,tree,93
dialer,MNO,elder_combo_max,co_present,"[891, 1155]",891,1155,841,1128,940,1182,1,1,1,bracket,tree,95
dialer,7,elder_combo_max,co_present,"[188, 1306]",188,1306,162,1238,214,1365,1,1,1,bracket,tree,93
dialer,PQRS,elder_combo_max,co_present,"[188, 1392]",188,1392,133,1365,244,1419,1,1,1,bracket,tree,95
dialer,8,elder_combo_max,co_present,"[540, 1302]",540,1302,511,1238,566,1365,1,1,1,bracket,tree,87
dialer,TUV,elder_combo_max,co_present,"[539, 1392]",539,1392,499,1365,579,1419,1,1,1,bracket,tree,95
dialer,9,elder_combo_max,co_present,"[891, 1298]",891,1298,862,1238,919,1365,1,1,1,bracket,tree,93
dialer,WXYZ,elder_combo_max,co_present,"[891, 1392]",891,1392,834,1365,947,1419,1,1,1,bracket,tree,95
dialer,∗,elder_combo_max,co_present,"[188, 1566]",188,1566,165,1470,212,1608,1,1,1,bracket,tree,93
dialer,0,elder_combo_max,co_present,"[540, 1566]",540,1566,506,1475,573,1602,1,1,1,bracket,tree,92
dialer,+,elder_combo_max,co_present,"[540, 1632]",540,1632,527,1602,552,1656,1,1,1,bracket,tree,95
dialer,#,elder_combo_max,co_present,"[891, 1566]",891,1566,856,1475,925,1602,1,1,1,bracket,tree,93
dialer,Call,elder_combo_max,co_present,"[540, 1812]",540,1812,360,1721,720,1903,1,1,1,bracket,tree,94
dialer,Home,elder_combo_max,co_present,"[180, 2115]",180,2115,93,2079,266,2157,1,1,1,bracket,tree,92
dialer,Keypad,elder_combo_max,co_present,"[540, 2117]",540,2117,429,2079,651,2157,1,1,1,bracket,tree,91
dialer,Voicemail,elder_combo_max,co_present,"[900, 2117]",900,2117,757,2079,1042,2157,1,1,1,bracket,tree,92
dialer,Phone Number,elder_combo_mid,co_present,"[540, 350]",540,350,168,671,912,836,0,1,0,bracket,tree,93
dialer,1,elder_combo_mid,co_present,"[188, 982]",188,982,168,892,207,1010,1,1,1,bracket,tree,93
dialer,2,elder_combo_mid,co_present,"[540, 953]",540,953,514,897,564,1015,1,1,1,bracket,tree,88
dialer,ABC,elder_combo_mid,co_present,"[540, 1041]",540,1041,500,1015,579,1066,1,1,1,bracket,tree,93
dialer,3,elder_combo_mid,co_present,"[891, 956]",891,956,866,897,916,1015,1,1,1,bracket,tree,93
dialer,DEF,elder_combo_mid,co_present,"[891, 1040]",891,1040,855,1015,928,1066,1,1,1,bracket,tree,95
dialer,4,elder_combo_mid,co_present,"[188, 1198]",188,1198,160,1116,214,1234,1,1,1,bracket,tree,93
dialer,GHI,elder_combo_mid,co_present,"[188, 1259]",188,1259,154,1234,221,1285,1,1,1,bracket,tree,95
dialer,5,elder_combo_mid,co_present,"[540, 1176]",540,1176,514,1116,566,1234,1,1,1,bracket,tree,92
dialer,JKL,elder_combo_mid,co_present,"[540, 1259]",540,1259,506,1234,574,1285,1,1,1,bracket,tree,92
dialer,6,elder_combo_mid,co_present,"[892, 1175]",892,1175,865,1116,918,1234,1,1,1,bracket,tree,93
dialer,MNO,elder_combo_mid,co_present,"[891, 1259]",891,1259,845,1234,938,1285,1,1,1,bracket,tree,95
dialer,7,elder_combo_mid,co_present,"[188, 1402]",188,1402,163,1335,211,1453,1,1,1,bracket,tree,93
dialer,PQRS,elder_combo_mid,co_present,"[188, 1479]",188,1479,136,1453,239,1504,1,1,1,bracket,tree,95
dialer,8,elder_combo_mid,co_present,"[540, 1395]",540,1395,514,1335,565,1453,1,1,1,bracket,tree,87
dialer,TUV,elder_combo_mid,co_present,"[540, 1480]",540,1480,502,1453,577,1504,1,1,1,bracket,tree,95
dialer,9,elder_combo_mid,co_present,"[892, 1395]",892,1395,865,1335,918,1453,1,1,1,bracket,tree,93
dialer,WXYZ,elder_combo_mid,co_present,"[891, 1477]",891,1477,839,1453,945,1504,1,1,1,bracket,tree,95
dialer,∗,elder_combo_mid,co_present,"[188, 1618]",188,1618,166,1549,209,1677,1,1,1,bracket,tree,93
dialer,0,elder_combo_mid,co_present,"[540, 1639]",540,1639,508,1554,571,1672,1,1,1,bracket,tree,92
dialer,+,elder_combo_mid,co_present,"[540, 1700]",540,1700,528,1672,551,1723,1,1,1,bracket,tree,95
dialer,#,elder_combo_mid,co_present,"[892, 1639]",892,1639,860,1554,924,1672,1,1,1,bracket,tree,93
dialer,Call,elder_combo_mid,co_present,"[540, 1865]",540,1865,377,1781,704,1949,1,1,1,bracket,tree,94
dialer,Home,elder_combo_mid,co_present,"[180, 2147]",180,2147,104,2111,255,2178,1,1,1,bracket,tree,92
dialer,Keypad,elder_combo_mid,co_present,"[540, 2145]",540,2145,443,2111,637,2178,1,1,1,bracket,tree,91
dialer,Voicemail,elder_combo_mid,co_present,"[899, 2139]",899,2139,776,2111,1024,2178,1,1,1,bracket,tree,92
dialer,Phone Number,colorblind_deuteranomaly,co_present,"[540, 850]",540,850,147,900,933,1044,0,1,0,bracket,tree,89
dialer,1,colorblind_deuteranomaly,co_present,"[187, 1149]",187,1149,169,1093,203,1197,1,1,1,bracket,tree,92
dialer,2,colorblind_deuteranomaly,co_present,"[540, 1171]",540,1171,518,1097,561,1201,1,1,1,bracket,tree,91
dialer,ABC,colorblind_deuteranomaly,co_present,"[540, 1222]",540,1222,505,1201,574,1245,1,1,1,bracket,tree,92
dialer,3,colorblind_deuteranomaly,co_present,"[893, 1171]",893,1171,870,1097,914,1201,1,1,1,bracket,tree,92
dialer,DEF,colorblind_deuteranomaly,co_present,"[893, 1222]",893,1222,861,1201,924,1245,1,1,1,bracket,tree,93
dialer,4,colorblind_deuteranomaly,co_present,"[187, 1362]",187,1362,163,1288,210,1392,1,1,1,bracket,tree,92
dialer,GHI,colorblind_deuteranomaly,co_present,"[187, 1413]",187,1413,157,1392,216,1436,1,1,1,bracket,tree,93
dialer,5,colorblind_deuteranomaly,co_present,"[540, 1362]",540,1362,516,1288,562,1392,1,1,1,bracket,tree,91
dialer,JKL,colorblind_deuteranomaly,co_present,"[540, 1414]",540,1414,510,1392,569,1436,1,1,1,bracket,tree,89
dialer,6,colorblind_deuteranomaly,co_present,"[892, 1340]",892,1340,869,1288,915,1392,1,1,1,bracket,tree,92
dialer,MNO,colorblind_deuteranomaly,co_present,"[892, 1414]",892,1414,852,1392,933,1436,1,1,1,bracket,tree,93
dialer,7,colorblind_deuteranomaly,co_present,"[187, 1555]",187,1555,166,1480,208,1584,1,1,1,bracket,tree,92
dialer,PQRS,colorblind_deuteranomaly,co_present,"[187, 1607]",187,1607,142,1584,232,1628,1,1,1,bracket,tree,93
dialer,8,colorblind_deuteranomaly,co_present,"[540, 1532]",540,1532,517,1480,562,1584,1,1,1,bracket,tree,83
