Sample,Model,Profile,Total_Pairs,Both_Pass_a,Broke_It_b,Fluke_Recovery_c,Both_Fail_d,Discordant_Pairs,Baseline_Acc,Exp_Acc,Risk_Diff,Risk_Diff_CI_Low,Risk_Diff_CI_High,Odds_Ratio,OR_CI_Low,OR_CI_High,Test_Used,Statistic,P_Value,Holm_Threshold,Significant,Power_Limit
primary,9router_cx_gpt-5.5,elder_zoom_heavy,144,139,4,1,0,5,99.3%,97.2%,0.0208,-0.0150,0.0628,4.000,0.396,196.990,Exact Binomial (n=5),,0.375000,0.001220,No,ceiling
primary,9router_cx_gpt-5.5,elder_combo_max,111,108,3,0,0,3,100.0%,97.3%,0.0270,-0.0109,0.0765,inf,0.413,inf,Exact Binomial (n=3),,0.250000,0.001136,No,ceiling
primary,9router_cx_gpt-5.5,elder_combo_mid,123,119,4,0,0,4,100.0%,96.7%,0.0325,-0.0037,0.0806,inf,0.660,inf,Exact Binomial (n=4),,0.125000,0.000980,No,ceiling
primary,9router_cx_gpt-5.5,colorblind_deuteranomaly,136,131,2,0,3,2,97.8%,96.3%,0.0147,-0.0134,0.0512,inf,0.188,inf,Exact Binomial (n=2),,0.500000,0.001389,No,ceiling
primary,9router_cx_gpt-5.6-luna,elder_text_heavy,139,127,7,4,1,11,96.4%,94.2%,0.0216,-0.0290,0.0751,1.750,0.445,8.152,Exact Binomial (n=11),,0.548828,0.001515,No,ceiling
primary,9router_cx_gpt-5.6-luna,elder_zoom_heavy,144,137,2,4,1,6,96.5%,97.9%,-0.0139,-0.0567,0.0251,0.500,0.045,3.489,Exact Binomial (n=6),,0.687500,0.001852,No,ceiling
primary,9router_cx_gpt-5.6-luna,elder_combo_max,111,103,6,1,1,7,98.2%,93.7%,0.0450,-0.0037,0.1046,6.000,0.728,275.986,Exact Binomial (n=7),,0.125000,0.001000,No,ceiling
primary,9router_cx_gpt-5.6-luna,elder_combo_mid,123,111,7,4,1,11,95.9%,93.5%,0.0244,-0.0325,0.0844,1.750,0.445,8.152,Exact Binomial (n=11),,0.548828,0.001563,No,ceiling
primary,9router_cx_gpt-5.6-luna,colorblind_deuteranomaly,136,130,0,5,1,5,95.6%,99.3%,-0.0368,-0.0835,-0.0047,0.000,0.000,1.091,Exact Binomial (n=5),,0.062500,0.000943,No,ceiling
primary,9router_cx_gpt-5.6-sol,elder_text_heavy,139,137,1,0,1,1,99.3%,98.6%,0.0072,-0.0190,0.0398,inf,0.026,inf,Exact Binomial (n=1),,1.000000,0.006250,No,ceiling
primary,9router_cx_gpt-5.6-sol,elder_zoom_heavy,144,143,0,0,1,0,99.3%,99.3%,0.0000,-0.0256,0.0256,,,,N/A (no discordant pairs),,1.000000,0.007143,No,ceiling
primary,9router_cx_gpt-5.6-sol,elder_combo_max,111,107,3,1,0,4,99.1%,97.3%,0.0180,-0.0263,0.0681,3.000,0.241,157.492,Exact Binomial (n=4),,0.625000,0.001724,No,ceiling
primary,9router_cx_gpt-5.6-sol,elder_combo_mid,123,121,1,0,1,1,99.2%,98.4%,0.0081,-0.0213,0.0448,inf,0.026,inf,Exact Binomial (n=1),,1.000000,0.008333,No,ceiling
primary,9router_cx_gpt-5.6-sol,colorblind_deuteranomaly,136,133,0,1,2,1,97.8%,98.5%,-0.0074,-0.0401,0.0195,0.000,0.000,39.000,Exact Binomial (n=1),,1.000000,0.010000,No,ceiling
primary,9router_cx_gpt-5.6-terra,elder_text_heavy,139,137,1,0,1,1,99.3%,98.6%,0.0072,-0.0190,0.0398,inf,0.026,inf,Exact Binomial (n=1),,1.000000,0.012500,No,ceiling
primary,9router_cx_gpt-5.6-terra,elder_zoom_heavy,144,141,2,0,1,2,99.3%,97.9%,0.0139,-0.0121,0.0495,inf,0.188,inf,Exact Binomial (n=2),,0.500000,0.001429,No,ceiling
primary,9router_cx_gpt-5.6-terra,elder_combo_max,111,106,4,0,1,4,99.1%,95.5%,0.0360,-0.0010,0.0893,inf,0.660,inf,Exact Binomial (n=4),,0.125000,0.001020,No,ceiling
primary,9router_cx_gpt-5.6-terra,elder_combo_mid,123,116,6,0,1,6,99.2%,94.3%,0.0488,0.0114,0.1026,inf,1.177,inf,Exact Binomial (n=6),,0.031250,0.000909,No,ceiling
primary,9router_cx_gpt-5.6-terra,colorblind_deuteranomaly,136,133,1,0,2,1,98.5%,97.8%,0.0074,-0.0195,0.0401,inf,0.026,inf,Exact Binomial (n=1),,1.000000,0.016667,No,ceiling
primary,local_ferret-ui-llama8b,elder_text_heavy,139,118,6,3,12,9,89.2%,87.1%,0.0216,-0.0235,0.0692,2.000,0.427,12.359,Exact Binomial (n=9),,0.507812,0.001471,No,none
primary,local_ferret-ui-llama8b,elder_zoom_heavy,144,124,5,6,9,11,89.6%,90.3%,-0.0069,-0.0565,0.0418,0.833,0.201,3.277,Exact Binomial (n=11),,1.000000,0.025000,No,none
primary,local_ferret-ui-llama8b,elder_combo_max,111,93,3,9,6,12,86.5%,91.9%,-0.0541,-0.1214,0.0081,0.333,0.058,1.336,Exact Binomial (n=12),,0.145996,0.001042,No,none
primary,local_ferret-ui-llama8b,elder_combo_mid,123,103,5,5,10,10,87.8%,87.8%,0.0000,-0.0546,0.0546,1.000,0.230,4.345,Exact Binomial (n=10),,1.000000,0.050000,No,none
primary,local_ferret-ui-llama8b,colorblind_deuteranomaly,136,116,4,2,14,6,88.2%,86.8%,0.0147,-0.0245,0.0562,2.000,0.287,22.110,Exact Binomial (n=6),,0.687500,0.001923,No,none
