screen,target_text,profile,raw_response,x_pred,y_pred,x_min,y_min,x_max,y_max,score
dialer,+,baseline,"[500, 815]",500,815,529,1831,549,1875,0
dialer,#,baseline,"```json [   {""point"": [826, 783], ""label"": ""#""} ] ```",826,783,865,1727,921,1831,0
dialer,Call,baseline,"[499, 878]",499,878,414,1926,666,2073,0
dialer,Home,baseline,"[167, 981]",167,981,135,2216,224,2258,0
dialer,Keypad,baseline,"[500, 980]",500,980,481,2216,597,2258,0
dialer,Voicemail,baseline,"[832, 981]",832,981,826,2216,972,2258,0
dialer,Phone Number,elder_text_heavy,"[500, 246]",500,246,147,941,933,1085,0
dialer,1,elder_text_heavy,"[172, 545]",172,545,169,1134,203,1238,0
dialer,2,elder_text_heavy,"[499, 521]",499,521,518,1138,561,1242,0
dialer,ABC,elder_text_heavy,"[499, 545]",499,545,505,1242,574,1286,0
dialer,3,elder_text_heavy,"[826, 545]",826,545,870,1138,914,1242,0
dialer,DEF,elder_text_heavy,"[826, 552]",826,552,861,1242,924,1286,0
dialer,4,elder_text_heavy,"[173, 617]",173,617,163,1329,210,1433,0
dialer,GHI,elder_text_heavy,"[173, 638]",173,638,157,1433,216,1477,0
dialer,5,elder_text_heavy,"[499, 608]",499,608,516,1329,562,1433,0
dialer,JKL,elder_text_heavy,"[500, 638]",500,638,510,1433,569,1477,0
dialer,6,elder_text_heavy,"[826, 608]",826,608,869,1329,915,1433,0
dialer,MNO,elder_text_heavy,"[826, 638]",826,638,852,1433,933,1477,0
dialer,7,elder_text_heavy,"[173, 693]",173,693,166,1521,208,1625,0
dialer,PQRS,elder_text_heavy,"[173, 720]",173,720,142,1625,232,1669,0
dialer,8,elder_text_heavy,"```json [   {""point"": [500, 1515]} ] ```",500,1515,517,1521,562,1625,0
dialer,TUV,elder_text_heavy,"[500, 725]",500,725,507,1625,573,1669,0
dialer,9,elder_text_heavy,"[826, 715]",826,715,869,1521,915,1625,0
dialer,WXYZ,elder_text_heavy,"[826, 725]",826,725,846,1625,939,1669,0
dialer,∗,elder_text_heavy,"[173, 773]",173,773,168,1709,206,1821,0
dialer,0,elder_text_heavy,"[500, 1785]",500,1785,512,1713,567,1817,0
dialer,+,elder_text_heavy,"[499, 810]",499,810,529,1817,549,1861,0
dialer,#,elder_text_heavy,"[827, 786]",827,786,865,1713,921,1817,0
dialer,Call,elder_text_heavy,"[499, 874]",499,874,400,1912,681,2059,0
dialer,Home,elder_text_heavy,"[166, 981]",166,981,118,2202,241,2258,0
dialer,Keypad,elder_text_heavy,"[498, 977]",498,977,461,2202,618,2258,0
dialer,Voicemail,elder_text_heavy,"[833, 977]",833,977,800,2202,1000,2258,0
dialer,Phone Number,elder_zoom_heavy,"[500, 206]",500,206,168,750,912,915,0
dialer,1,elder_zoom_heavy,"[174, 467]",174,467,168,971,207,1089,0
dialer,2,elder_zoom_heavy,"[499, 459]",499,459,514,976,564,1094,0
dialer,ABC,elder_zoom_heavy,"[500, 480]",500,480,500,1094,579,1145,0
dialer,3,elder_zoom_heavy,"```json [825, 1056] ```",825,1056,866,976,916,1094,0
dialer,DEF,elder_zoom_heavy,"[825, 497]",825,497,855,1094,928,1145,0
dialer,4,elder_zoom_heavy,"[174, 578]",174,578,160,1195,214,1313,0
dialer,GHI,elder_zoom_heavy,"[174, 592]",174,592,154,1313,221,1364,0
dialer,5,elder_zoom_heavy,"[500, 563]",500,563,514,1195,566,1313,0
dialer,JKL,elder_zoom_heavy,"[500, 592]",500,592,506,1313,574,1364,0
dialer,6,elder_zoom_heavy,"[825, 558]",825,558,865,1195,918,1313,0
dialer,MNO,elder_zoom_heavy,"[825, 592]",825,592,845,1313,938,1364,0
dialer,7,elder_zoom_heavy,"[173, 649]",173,649,163,1414,211,1532,0
dialer,PQRS,elder_zoom_heavy,"[174, 1515]",174,1515,136,1532,239,1583,0
dialer,8,elder_zoom_heavy,"[500, 650]",500,650,514,1414,565,1532,0
dialer,TUV,elder_zoom_heavy,"[499, 689]",499,689,502,1532,577,1583,0
dialer,9,elder_zoom_heavy,"[825, 654]",825,654,865,1414,918,1532,0
dialer,WXYZ,elder_zoom_heavy,"[825, 687]",825,687,839,1532,945,1583,0
dialer,∗,elder_zoom_heavy,"```json [   {""point"": [174, 1754], ""label"": ""∗""} ] ```",174,1754,166,1628,209,1756,0
dialer,0,elder_zoom_heavy,"[499, 749]",499,749,508,1633,571,1751,0
dialer,+,elder_zoom_heavy,"[500, 786]",500,786,528,1751,551,1802,0
dialer,#,elder_zoom_heavy,"[825, 776]",825,776,860,1633,924,1751,0
dialer,Call,elder_zoom_heavy,"[545, 861]",545,861,396,1860,684,2028,0
dialer,Home,elder_zoom_heavy,"[166, 984]",166,984,129,2190,230,2238,0
dialer,Keypad,elder_zoom_heavy,"[499, 981]",499,981,475,2190,605,2238,0
dialer,Voicemail,elder_zoom_heavy,"[833, 981]",833,981,817,2190,982,2238,0
dialer,Phone Number,elder_combo_max,"[500, 206]",500,206,182,585,898,764,0
dialer,1,elder_combo_max,"[175, 411]",175,411,167,825,209,952,0
dialer,2,elder_combo_max,"```json [   {""point"": [540, 499], ""label"": ""text""} ] ```",540,499,513,831,566,958,0
dialer,ABC,elder_combo_max,"[500, 437]",500,437,497,958,582,1012,0
dialer,3,elder_combo_max,"[825, 401]",825,401,863,831,917,958,0
dialer,DEF,elder_combo_max,"[825, 436]",825,436,851,958,930,1012,0
dialer,4,elder_combo_max,"[175, 501]",175,501,159,1068,217,1195,0
dialer,GHI,elder_combo_max,"[175, 545]",175,545,152,1195,225,1249,0
dialer,5,elder_combo_max,"[499, 503]",499,503,511,1068,567,1195,0
dialer,JKL,elder_combo_max,"[499, 545]",499,545,503,1195,575,1249,0
dialer,6,elder_combo_max,"[824, 526]",824,526,862,1068,919,1195,0
dialer,MNO,elder_combo_max,"[824, 545]",824,545,841,1195,940,1249,0
dialer,7,elder_combo_max,"[174, 608]",174,608,162,1305,214,1432,0
dialer,PQRS,elder_combo_max,"```json [   {""point"": [175, 1437], ""label"": ""PQRS""} ] ```",175,1437,133,1432,244,1486,1
dialer,8,elder_combo_max,"[499, 611]",499,611,511,1305,566,1432,0
dialer,TUV,elder_combo_max,"[499, 649]",499,649,499,1432,579,1486,0
dialer,9,elder_combo_max,"[824, 626]",824,626,862,1305,919,1432,0
dialer,WXYZ,elder_combo_max,"[825, 649]",825,649,834,1432,947,1486,0
dialer,∗,elder_combo_max,"[174, 712]",174,712,165,1537,212,1675,0
dialer,0,elder_combo_max,"[499, 742]",499,742,506,1542,573,1669,0
dialer,+,elder_combo_max,"```json [   {""point"": [540, 1685]} ] ```",540,1685,527,1669,552,1723,1
dialer,#,elder_combo_max,"[825, 729]",825,729,856,1542,925,1669,0
dialer,Call,elder_combo_max,"[500, 836]",500,836,360,1788,720,1970,0
dialer,Home,elder_combo_max,"[166, 971]",166,971,93,2146,266,2224,0
dialer,Keypad,elder_combo_max,"[500, 971]",500,971,429,2146,651,2224,0
dialer,Voicemail,elder_combo_max,"[832, 971]",832,971,757,2146,1042,2224,0
dialer,Phone Number,elder_combo_rtl,"```json {""point"": [423, 362]} ```",423,362,168,731,912,896,0
dialer,1,elder_combo_rtl,"[173, 444]",173,444,168,952,207,1070,0
dialer,2,elder_combo_rtl,"[499, 451]",499,451,514,957,564,1075,0
dialer,ABC,elder_combo_rtl,"[499, 486]",499,486,500,1075,579,1126,0
dialer,3,elder_combo_rtl,"[825, 461]",825,461,866,957,916,1075,0
dialer,DEF,elder_combo_rtl,"[825, 486]",825,486,855,1075,928,1126,0
dialer,4,elder_combo_rtl,"[173, 1243]",173,1243,160,1176,214,1294,1
dialer,GHI,elder_combo_rtl,"```json [   {""point"": [174, 1315]} ] ```",174,1315,154,1294,221,1345,1
dialer,5,elder_combo_rtl,"```json [   {""point"": [500, 1255]} ] ```",500,1255,514,1176,566,1294,0
dialer,JKL,elder_combo_rtl,"```json [   {""point"": [499, 1262]} ] ```",499,1262,506,1294,574,1345,0
dialer,6,elder_combo_rtl,"[825, 549]",825,549,865,1176,918,1294,0
dialer,MNO,elder_combo_rtl,"```json [   {""point"": [583, 825]} ] ```",583,825,845,1294,938,1345,0
dialer,7,elder_combo_rtl,"[174, 654]",174,654,163,1395,211,1513,0
dialer,PQRS,elder_combo_rtl,"[174, 680]",174,680,136,1513,239,1564,0
dialer,8,elder_combo_rtl,"[500, 642]",500,642,514,1395,565,1513,0
dialer,TUV,elder_combo_rtl,"[499, 680]",499,680,502,1513,577,1564,0
dialer,9,elder_combo_rtl,"[825, 642]",825,642,865,1395,918,1513,0
dialer,WXYZ,elder_combo_rtl,"[826, 680]",826,680,839,1513,945,1564,0
dialer,∗,elder_combo_rtl,"[173, 755]",173,755,166,1609,209,1737,0
dialer,0,elder_combo_rtl,"[499, 755]",499,755,508,1614,571,1732,0
dialer,+,elder_combo_rtl,"[499, 781]",499,781,528,1732,551,1783,0
dialer,#,elder_combo_rtl,"[825, 755]",825,755,860,1614,924,1732,0
dialer,Call,elder_combo_rtl,"[546, 853]",546,853,377,1841,704,2009,0
dialer,Home,elder_combo_rtl,"[167, 977]",167,977,104,2171,255,2238,0
dialer,Keypad,elder_combo_rtl,"```json [   {""point"": [500, 2173], ""label"": ""text""} ] ```",500,2173,443,2171,637,2238,0
dialer,Voicemail,elder_combo_rtl,"[833, 977]",833,977,776,2171,1024,2238,0
messages,Sign In,baseline,"[500, 891]",500,891,330,1959,750,2085,0
messages,Use Messages without an account,baseline,"[499, 942]",499,942,42,2085,1038,2211,0
messages,Messages,baseline,"[586, 50]",586,50,519,74,748,137,0
messages,Welcome!,baseline,"[500, 127]",500,127,276,223,805,371,0
messages,Sign into your Google account to get the very best of Messages,baseline,"[500, 199]",500,199,70,376,1010,524,0
messages,Chat with Gemini in Messages (Available in select regions),baseline,"[571, 355]",571,355,316,755,922,861,0
messages,Sync chats across your devices,baseline,"[527, 444]",527,444,316,987,824,1040,0
messages,Google and your carrier will periodically verify your device info to enable Google services. Carrier rates apply.,baseline,"[500, 688]",500,688,53,1527,1027,1611,0
messages,Sign In,elder_text_heavy,"[499, 882]",499,882,330,1941,750,2076,0
messages,Use Messages without an account,elder_text_heavy,"[500, 942]",500,942,42,2076,1038,2211,0
messages,Messages,elder_text_heavy,"```json [   {""point"": [587, 110]} ] ```",587,110,519,74,748,137,1
messages,Welcome!,elder_text_heavy,"[500, 246]",500,246,276,223,805,371,1
messages,Sign into your Google account to get the very best of Messages,elder_text_heavy,"[500, 225]",500,225,70,376,1010,637,0
messages,Chat with Gemini in Messages (Available in select regions),elder_text_heavy,"[570, 436]",570,436,316,868,922,1099,0
messages,Sync chats across your devices,elder_text_heavy,"[549, 563]",549,563,316,1204,922,1358,0
messages,Google and your carrier will periodically verify your device info to enable Google services. Carrier rates apply.,elder_text_heavy,"[499, 706]",499,706,53,1516,1027,1657,0
messages,Sign In,elder_zoom_heavy,"[500, 871]",500,871,300,1896,780,2040,0
messages,Use Messages without an account,elder_zoom_heavy,"[500, 937]",500,937,48,2040,1032,2184,0
messages,Messages,elder_zoom_heavy,"```json [   {""point"": [624, 127], ""label"": ""text""} ] ```",624,127,516,84,778,157,1
messages,Welcome!,elder_zoom_heavy,"[500, 149]",500,149,238,255,843,424,0
messages,Sign into your Google account to get the very best of Messages,elder_zoom_heavy,"[500, 246]",500,246,60,430,1020,682,0
messages,Chat with Gemini in Messages (Available in select regions),elder_zoom_heavy,"[583, 459]",583,459,360,946,900,1126,0
messages,Sync chats across your devices,elder_zoom_heavy,"[546, 580]",546,580,360,1246,900,1366,0
messages,Google and your carrier will periodically verify your device info to enable Google services. Carrier rates apply.,elder_zoom_heavy,"[500, 712]",500,712,60,1546,1020,1572,0
messages,Sign In,elder_combo_max,"[500, 843]",500,843,280,1804,800,1985,0
messages,Use Messages without an account,elder_combo_max,[OFF-SCREEN],-1,-1,,,,,0
messages,Messages,elder_combo_max,"[608, 61]",608,61,514,91,799,169,0
messages,Welcome!,elder_combo_max,"[540, 368]",540,368,205,276,876,464,1
messages,Sign into your Google account to get the very best of Messages,elder_combo_max,"[500, 290]",500,290,65,471,1015,828,0
messages,Chat with Gemini in Messages (Available in select regions),elder_combo_max,"[500, 584]",500,584,390,1114,885,1453,0
messages,Sync chats across your devices,elder_combo_max,[OFF-SCREEN],-1,-1,,,,,0
messages,Google and your carrier will periodically verify your device info to enable Google services. Carrier rates apply.,elder_combo_max,[OFF-SCREEN],-1,-1,,,,,0
messages,Sign In,elder_combo_rtl,"[500, 858]",500,858,300,1858,780,2021,0
messages,Use Messages without an account,elder_combo_rtl,[OFF-SCREEN],-1,-1,,,,,0
messages,Messages,elder_combo_rtl,"[599, 56]",599,56,516,84,778,157,0
messages,Welcome!,elder_combo_rtl,"[500, 151]",500,151,238,255,843,424,0
messages,Sign into your Google account to get the very best of Messages,elder_combo_rtl,"[500, 260]",500,260,60,430,1020,742,0
messages,Chat with Gemini in Messages (Available in select regions),elder_combo_rtl,"[570, 532]",570,532,360,1006,900,1386,0
messages,Sync chats across your devices,elder_combo_rtl,"```json {""box_2d"": [671, 333, 680, 829], ""text_content"": ""Sync chats across your devices""} ```",671,333,360,1506,900,1534,0
messages,Google and your carrier will periodically verify your device info to enable Google services. Carrier rates apply.,elder_combo_rtl,[OFF-SCREEN],-1,-1,,,,,0
settings_main,Search Settings,baseline,"[345, 52]",345,52,189,80,578,151,0
settings_main,Google,baseline,"[266, 142]",266,142,221,289,354,346,0
settings_main,Services & preferences,baseline,"[379, 163]",379,163,221,346,600,397,0
settings_main,Network & internet,baseline,"[364, 245]",364,245,221,523,566,580,0
settings_main,"Mobile, Wi‑Fi, hotspot",baseline,"[367, 269]",367,269,221,580,572,631,0
settings_main,Connected devices,baseline,"[499, 348]",499,348,221,720,574,777,0
settings_main,"Bluetooth, pairing",baseline,"[337, 351]",337,351,221,777,508,828,0
settings_main,Apps,baseline,"```json [{""point"": [249, 431]}] ```",249,431,221,954,318,1011,0
settings_main,"Assistant, recent apps, default apps",baseline,"[475, 456]",475,456,221,1011,806,1062,0
settings_main,Notifications,baseline,"[315, 517]",315,517,221,1151,460,1208,0
settings_main,"Notification history, conversations",baseline,"[461, 542]",461,542,221,1208,777,1259,0
settings_main,Sound & vibration,baseline,"[355, 603]",355,603,221,1348,548,1405,0
settings_main,Volume and haptics,baseline,"[354, 627]",354,627,221,1405,546,1456,0
