screen,target_text,profile,status,raw_response,x_pred,y_pred,x_min,y_min,x_max,y_max,score,trials,trial_scores,parse_method,prompt_mode,tree_rows_sent,coord_space
clock,Bedtime,elder_combo_max,co_present,"[972, 2131]",972,2131,892,2106,1052,2151,1,1,1,bracket,vision,0,
clock,Mon-Fri,elder_combo_mid,co_present,"[243, 301]",243,301,108,252,378,352,1,1,1,bracket,vision,0,
clock,8:30 AM,elder_combo_mid,co_present,"[279, 465]",279,465,108,376,448,553,1,1,1,bracket,vision,0,
clock,Sun Sat,elder_combo_mid,co_present,"[235, 727]",235,727,108,679,363,779,1,1,1,bracket,vision,0,
clock,9:00 AM,elder_combo_mid,co_present,"[288, 890]",288,890,108,803,466,980,1,1,1,bracket,vision,0,
clock,World Clock,elder_combo_mid,co_present,"[325, 2158]",325,2158,216,2130,432,2174,1,1,1,bracket,vision,0,
clock,Timers,elder_combo_mid,co_present,"[540, 2154]",540,2154,477,2130,603,2174,1,1,1,bracket,vision,0,
clock,Stopwatch,elder_combo_mid,co_present,"[757, 2163]",757,2163,658,2130,854,2174,1,1,1,bracket,vision,0,
clock,Bedtime,elder_combo_mid,co_present,"[972, 2152]",972,2152,894,2130,1049,2174,1,1,1,bracket,vision,0,
clock,Mon-Fri,colorblind_deuteranomaly,co_present,"[180, 251]",180,251,95,221,266,283,1,1,1,bracket,vision,0,
clock,8:30 AM,colorblind_deuteranomaly,co_present,"[246, 381]",246,381,95,304,393,459,1,1,1,bracket,vision,0,
clock,Sun Sat,colorblind_deuteranomaly,co_present,"[175, 601]",175,601,95,570,256,632,1,1,1,bracket,vision,0,
clock,9:00 AM,colorblind_deuteranomaly,co_present,"[250, 733]",250,733,95,653,408,808,1,1,1,bracket,vision,0,
clock,World Clock,colorblind_deuteranomaly,co_present,"[324, 2183]",324,2183,221,2162,426,2202,1,1,1,bracket,vision,0,
clock,Timers,colorblind_deuteranomaly,co_present,"[540, 2183]",540,2183,482,2162,596,2202,1,1,1,bracket,vision,0,
clock,Stopwatch,colorblind_deuteranomaly,co_present,"[756, 2186]",756,2186,666,2162,845,2202,1,1,1,bracket,vision,0,
clock,Bedtime,colorblind_deuteranomaly,co_present,"[971, 2182]",971,2182,900,2162,1042,2202,1,1,1,bracket,vision,0,
contacts,All contacts,baseline,co_present,"[242, 252]",242,252,142,226,342,279,1,1,1,bracket,vision,0,
contacts,Your info,baseline,co_present,"[282, 409]",282,409,221,389,346,431,1,1,1,bracket,vision,0,
contacts,No contacts yet,baseline,co_present,"[540, 1490]",540,1490,317,1446,763,1530,1,1,1,bracket,vision,0,
contacts,Contacts,baseline,co_present,"[179, 2164]",179,2164,110,2161,248,2203,1,1,1,bracket,vision,0,
contacts,Highlights,baseline,co_present,"[540, 2165]",540,2165,463,2161,616,2203,1,1,1,bracket,vision,0,
contacts,Organize,baseline,co_present,"[899, 2164]",899,2164,831,2161,968,2203,1,1,1,bracket,vision,0,
contacts,All contacts,elder_text_heavy,co_present,"[289, 252]",289,252,142,214,436,291,1,1,1,bracket,vision,0,
contacts,Your info,elder_text_heavy,co_present,"[309, 417]",309,417,221,389,400,448,1,1,1,bracket,vision,0,
contacts,No contacts yet,elder_text_heavy,co_present,"[540, 1501]",540,1501,289,1453,792,1549,1,1,1,bracket,vision,0,
contacts,Contacts,elder_text_heavy,co_present,"[179, 2171]",179,2171,84,2147,275,2203,1,1,1,bracket,vision,0,
contacts,Highlights,elder_text_heavy,co_present,"[540, 2168]",540,2168,434,2147,646,2203,1,1,1,bracket,vision,0,
contacts,Organize,elder_text_heavy,co_present,"[899, 2175]",899,2175,805,2147,994,2203,1,1,1,bracket,vision,0,
contacts,All contacts,elder_zoom_heavy,co_present,"[278, 288]",278,288,162,258,394,318,1,1,1,bracket,vision,0,
contacts,Your info,elder_zoom_heavy,co_present,"[323, 468]",323,468,252,444,396,492,1,1,1,bracket,vision,0,
contacts,No contacts yet,elder_zoom_heavy,co_present,"[540, 1528]",540,1528,284,1482,796,1578,1,1,1,bracket,vision,0,
contacts,Contacts,elder_zoom_heavy,co_present,"[180, 2158]",180,2158,101,2130,258,2178,1,1,1,bracket,vision,0,
contacts,Highlights,elder_zoom_heavy,co_present,"[540, 2164]",540,2164,452,2130,627,2178,1,1,1,bracket,vision,0,
contacts,Organize,elder_zoom_heavy,co_present,"[900, 2163]",900,2163,822,2130,977,2178,1,1,1,bracket,vision,0,
contacts,All contacts,elder_combo_max,co_present,"[380, 312]",380,312,176,260,584,366,1,1,1,bracket,vision,0,
contacts,Your info,elder_combo_max,co_present,"[397, 524]",397,524,273,483,523,567,1,1,1,bracket,vision,0,
contacts,No contacts yet,elder_combo_max,co_present,"[540, 1578]",540,1578,199,1516,881,1645,1,1,1,bracket,vision,0,
contacts,Contacts,elder_combo_max,co_present,"[180, 2117]",180,2117,46,2079,314,2157,1,1,1,bracket,vision,0,
contacts,Highlights,elder_combo_max,co_present,"[540, 2116]",540,2116,390,2079,690,2157,1,1,1,bracket,vision,0,
contacts,Organize,elder_combo_max,co_present,"[899, 2117]",899,2117,766,2079,1033,2157,1,1,1,bracket,vision,0,
contacts,All contacts,elder_combo_mid,co_present,"[344, 287]",344,287,162,241,527,336,1,1,1,bracket,vision,0,
contacts,Your info,elder_combo_mid,co_present,"[361, 480]",361,480,252,444,470,516,1,1,1,bracket,vision,0,
contacts,No contacts yet,elder_combo_mid,co_present,"[540, 1550]",540,1550,242,1493,839,1605,1,1,1,bracket,vision,0,
contacts,Contacts,elder_combo_mid,co_present,"[180, 2152]",180,2152,63,2111,297,2178,1,1,1,bracket,vision,0,
contacts,Highlights,elder_combo_mid,co_present,"[539, 2154]",539,2154,409,2111,671,2178,1,1,1,bracket,vision,0,
contacts,Organize,elder_combo_mid,co_present,"[901, 2144]",901,2144,784,2111,1016,2178,1,1,1,bracket,vision,0,
contacts,All contacts,colorblind_deuteranomaly,co_present,"[242, 252]",242,252,142,226,342,279,1,1,1,bracket,vision,0,
contacts,Your info,colorblind_deuteranomaly,co_present,"[282, 409]",282,409,221,389,346,431,1,1,1,bracket,vision,0,
contacts,No contacts yet,colorblind_deuteranomaly,co_present,"[540, 1488]",540,1488,317,1446,763,1530,1,1,1,bracket,vision,0,
contacts,Contacts,colorblind_deuteranomaly,co_present,"[180, 2166]",180,2166,110,2161,248,2203,1,1,1,bracket,vision,0,
contacts,Highlights,colorblind_deuteranomaly,co_present,"[540, 2179]",540,2179,463,2161,616,2203,1,1,1,bracket,vision,0,
contacts,Organize,colorblind_deuteranomaly,co_present,"[900, 2164]",900,2164,831,2161,968,2203,1,1,1,bracket,vision,0,
dialer,Phone Number,baseline,co_present,"[540, 774]",540,774,147,900,933,1044,0,1,0,bracket,vision,0,
dialer,1,baseline,co_present,"[187, 1144]",187,1144,169,1093,203,1197,1,1,1,bracket,vision,0,
dialer,2,baseline,co_present,"[540, 1148]",540,1148,518,1097,561,1201,1,1,1,bracket,vision,0,
dialer,ABC,baseline,co_present,"[540, 1223]",540,1223,505,1201,574,1245,1,1,1,bracket,vision,0,
dialer,3,baseline,co_present,"[893, 1171]",893,1171,870,1097,914,1201,1,1,1,bracket,vision,0,
dialer,DEF,baseline,co_present,"[892, 1222]",892,1222,861,1201,924,1245,1,1,1,bracket,vision,0,
dialer,4,baseline,co_present,"[186, 1339]",186,1339,163,1288,210,1392,1,1,1,bracket,vision,0,
dialer,GHI,baseline,co_present,"[186, 1413]",186,1413,157,1392,216,1436,1,1,1,bracket,vision,0,
dialer,5,baseline,co_present,"[540, 1341]",540,1341,516,1288,562,1392,1,1,1,bracket,vision,0,
dialer,JKL,baseline,co_present,"[540, 1414]",540,1414,510,1392,569,1436,1,1,1,bracket,vision,0,
dialer,6,baseline,co_present,"[893, 1341]",893,1341,869,1288,915,1392,1,1,1,bracket,vision,0,
dialer,MNO,baseline,co_present,"[892, 1414]",892,1414,852,1392,933,1436,1,1,1,bracket,vision,0,
dialer,7,baseline,co_present,"[187, 1530]",187,1530,166,1480,208,1584,1,1,1,bracket,vision,0,
dialer,PQRS,baseline,co_present,"[187, 1606]",187,1606,142,1584,232,1628,1,1,1,bracket,vision,0,
dialer,8,baseline,co_present,"[540, 1529]",540,1529,517,1480,562,1584,1,1,1,bracket,vision,0,
dialer,TUV,baseline,co_present,"[540, 1605]",540,1605,507,1584,573,1628,1,1,1,bracket,vision,0,
dialer,9,baseline,co_present,"[893, 1528]",893,1528,869,1480,915,1584,1,1,1,bracket,vision,0,
dialer,WXYZ,baseline,co_present,"[893, 1606]",893,1606,846,1584,939,1628,1,1,1,bracket,vision,0,
dialer,∗,baseline,co_present,"[187, 1727]",187,1727,168,1668,206,1780,1,1,1,bracket,vision,0,
dialer,0,baseline,co_present,"[540, 1722]",540,1722,512,1672,567,1776,1,1,1,bracket,vision,0,
dialer,+,baseline,co_present,"[539, 1800]",539,1800,529,1776,549,1820,1,1,1,bracket,vision,0,
dialer,#,baseline,co_present,"[893, 1724]",893,1724,865,1672,921,1776,1,1,1,bracket,vision,0,
dialer,Call,baseline,co_present,"[581, 1945]",581,1945,414,1871,666,2018,1,1,1,bracket,vision,0,
dialer,Home,baseline,co_present,"[179, 2182]",179,2182,135,2161,224,2203,1,1,1,bracket,vision,0,
dialer,Keypad,baseline,co_present,"[540, 2183]",540,2183,481,2161,597,2203,1,1,1,bracket,vision,0,
dialer,Voicemail,baseline,co_present,"[899, 2181]",899,2181,826,2161,972,2203,1,1,1,bracket,vision,0,
dialer,Phone Number,elder_text_heavy,co_present,"[540, 786]",540,786,147,886,933,1030,0,1,0,bracket,vision,0,
dialer,1,elder_text_heavy,co_present,"[187, 1129]",187,1129,169,1079,203,1183,1,1,1,bracket,vision,0,
dialer,2,elder_text_heavy,co_present,"[540, 1135]",540,1135,518,1083,561,1187,1,1,1,bracket,vision,0,
dialer,ABC,elder_text_heavy,co_present,"[539, 1209]",539,1209,505,1187,574,1231,1,1,1,bracket,vision,0,
dialer,3,elder_text_heavy,co_present,"[893, 1132]",893,1132,870,1083,914,1187,1,1,1,bracket,vision,0,
dialer,DEF,elder_text_heavy,co_present,"[892, 1210]",892,1210,861,1187,924,1231,1,1,1,bracket,vision,0,
dialer,4,elder_text_heavy,co_present,"[187, 1325]",187,1325,163,1274,210,1378,1,1,1,bracket,vision,0,
dialer,GHI,elder_text_heavy,co_present,"[187, 1400]",187,1400,157,1378,216,1422,1,1,1,bracket,vision,0,
dialer,5,elder_text_heavy,co_present,"[540, 1326]",540,1326,516,1274,562,1378,1,1,1,bracket,vision,0,
dialer,JKL,elder_text_heavy,co_present,"[540, 1401]",540,1401,510,1378,569,1422,1,1,1,bracket,vision,0,
dialer,6,elder_text_heavy,co_present,"[892, 1324]",892,1324,869,1274,915,1378,1,1,1,bracket,vision,0,
dialer,MNO,elder_text_heavy,co_present,"[892, 1400]",892,1400,852,1378,933,1422,1,1,1,bracket,vision,0,
dialer,7,elder_text_heavy,co_present,"[187, 1518]",187,1518,166,1466,208,1570,1,1,1,bracket,vision,0,
dialer,PQRS,elder_text_heavy,co_present,"[186, 1592]",186,1592,142,1570,232,1614,1,1,1,bracket,vision,0,
dialer,8,elder_text_heavy,co_present,"[540, 1518]",540,1518,517,1466,562,1570,1,1,1,bracket,vision,0,
dialer,TUV,elder_text_heavy,co_present,"[540, 1592]",540,1592,507,1570,573,1614,1,1,1,bracket,vision,0,
dialer,9,elder_text_heavy,co_present,"[892, 1517]",892,1517,869,1466,915,1570,1,1,1,bracket,vision,0,
dialer,WXYZ,elder_text_heavy,co_present,"[892, 1592]",892,1592,846,1570,939,1614,1,1,1,bracket,vision,0,
dialer,∗,elder_text_heavy,co_present,"[187, 1714]",187,1714,168,1654,206,1766,1,1,1,bracket,vision,0,
dialer,0,elder_text_heavy,co_present,"[540, 1708]",540,1708,512,1658,567,1762,1,1,1,bracket,vision,0,
dialer,+,elder_text_heavy,co_present,"[539, 1787]",539,1787,529,1762,549,1806,1,1,1,bracket,vision,0,
dialer,#,elder_text_heavy,co_present,"[893, 1729]",893,1729,865,1658,921,1762,1,1,1,bracket,vision,0,
dialer,Call,elder_text_heavy,co_present,"[580, 1931]",580,1931,400,1857,681,2004,1,1,1,bracket,vision,0,
dialer,Home,elder_text_heavy,co_present,"[179, 2174]",179,2174,118,2147,241,2203,1,1,1,bracket,vision,0,
dialer,Keypad,elder_text_heavy,co_present,"[540, 2174]",540,2174,461,2147,618,2203,1,1,1,bracket,vision,0,
dialer,Voicemail,elder_text_heavy,co_present,"[899, 2175]",899,2175,800,2147,1000,2203,1,1,1,bracket,vision,0,
dialer,Phone Number,elder_zoom_heavy,co_present,"[540, 345]",540,345,168,690,912,855,0,1,0,bracket,vision,0,
dialer,1,elder_zoom_heavy,co_present,"[188, 969]",188,969,168,911,207,1029,1,1,1,bracket,vision,0,
dialer,2,elder_zoom_heavy,co_present,"[540, 971]",540,971,514,916,564,1034,1,1,1,bracket,vision,0,
dialer,ABC,elder_zoom_heavy,co_present,"[540, 1059]",540,1059,500,1034,579,1085,1,1,1,bracket,vision,0,
dialer,3,elder_zoom_heavy,co_present,"[892, 968]",892,968,866,916,916,1034,1,1,1,bracket,vision,0,
dialer,DEF,elder_zoom_heavy,co_present,"[891, 1058]",891,1058,855,1034,928,1085,1,1,1,bracket,vision,0,
dialer,4,elder_zoom_heavy,co_present,"[188, 1192]",188,1192,160,1135,214,1253,1,1,1,bracket,vision,0,
dialer,GHI,elder_zoom_heavy,co_present,"[188, 1279]",188,1279,154,1253,221,1304,1,1,1,bracket,vision,0,
dialer,5,elder_zoom_heavy,co_present,"[540, 1190]",540,1190,514,1135,566,1253,1,1,1,bracket,vision,0,
dialer,JKL,elder_zoom_heavy,co_present,"[540, 1279]",540,1279,506,1253,574,1304,1,1,1,bracket,vision,0,
dialer,6,elder_zoom_heavy,co_present,"[892, 1190]",892,1190,865,1135,918,1253,1,1,1,bracket,vision,0,
dialer,MNO,elder_zoom_heavy,co_present,"[891, 1278]",891,1278,845,1253,938,1304,1,1,1,bracket,vision,0,
dialer,7,elder_zoom_heavy,co_present,"[188, 1410]",188,1410,163,1354,211,1472,1,1,1,bracket,vision,0,
dialer,PQRS,elder_zoom_heavy,co_present,"[187, 1498]",187,1498,136,1472,239,1523,1,1,1,bracket,vision,0,
dialer,8,elder_zoom_heavy,co_present,"[540, 1411]",540,1411,514,1354,565,1472,1,1,1,bracket,vision,0,
dialer,TUV,elder_zoom_heavy,co_present,"[540, 1498]",540,1498,502,1472,577,1523,1,1,1,bracket,vision,0,
dialer,9,elder_zoom_heavy,co_present,"[891, 1411]",891,1411,865,1354,918,1472,1,1,1,bracket,vision,0,
dialer,WXYZ,elder_zoom_heavy,co_present,"[891, 1499]",891,1499,839,1472,945,1523,1,1,1,bracket,vision,0,
dialer,∗,elder_zoom_heavy,co_present,"[188, 1636]",188,1636,166,1568,209,1696,1,1,1,bracket,vision,0,
dialer,0,elder_zoom_heavy,co_present,"[540, 1628]",540,1628,508,1573,571,1691,1,1,1,bracket,vision,0,
dialer,+,elder_zoom_heavy,co_present,"[539, 1719]",539,1719,528,1691,551,1742,1,1,1,bracket,vision,0,
dialer,#,elder_zoom_heavy,co_present,"[891, 1657]",891,1657,860,1573,924,1691,1,1,1,bracket,vision,0,
dialer,Call,elder_zoom_heavy,co_present,"[587, 1886]",587,1886,396,1800,684,1968,1,1,1,bracket,vision,0,
dialer,Home,elder_zoom_heavy,co_present,"[180, 2164]",180,2164,129,2130,230,2178,1,1,1,bracket,vision,0,
dialer,Keypad,elder_zoom_heavy,co_present,"[540, 2162]",540,2162,475,2130,605,2178,1,1,1,bracket,vision,0,
dialer,Voicemail,elder_zoom_heavy,co_present,"[900, 2153]",900,2153,817,2130,982,2178,1,1,1,bracket,vision,0,
dialer,Phone Number,elder_combo_max,co_present,"[540, 608]",540,608,182,518,898,697,1,1,1,bracket,vision,0,
dialer,1,elder_combo_max,co_present,"[189, 855]",189,855,167,758,209,885,1,1,1,bracket,vision,0,
dialer,2,elder_combo_max,co_present,"[540, 824]",540,824,513,764,566,891,1,1,1,bracket,vision,0,
dialer,ABC,elder_combo_max,co_present,"[539, 916]",539,916,497,891,582,945,1,1,1,bracket,vision,0,
dialer,3,elder_combo_max,co_present,"[890, 855]",890,855,863,764,917,891,1,1,1,bracket,vision,0,
dialer,DEF,elder_combo_max,co_present,"[890, 919]",890,919,851,891,930,945,1,1,1,bracket,vision,0,
dialer,4,elder_combo_max,co_present,"[189, 1062]",189,1062,159,1001,217,1128,1,1,1,bracket,vision,0,
dialer,GHI,elder_combo_max,co_present,"[189, 1154]",189,1154,152,1128,225,1182,1,1,1,bracket,vision,0,
dialer,5,elder_combo_max,co_present,"[540, 1062]",540,1062,511,1001,567,1128,1,1,1,bracket,vision,0,
dialer,JKL,elder_combo_max,co_present,"[540, 1154]",540,1154,503,1128,575,1182,1,1,1,bracket,vision,0,
dialer,6,elder_combo_max,co_present,"[890, 1064]",890,1064,862,1001,919,1128,1,1,1,bracket,vision,0,
dialer,MNO,elder_combo_max,co_present,"[890, 1155]",890,1155,841,1128,940,1182,1,1,1,bracket,vision,0,
dialer,7,elder_combo_max,co_present,"[189, 1300]",189,1300,162,1238,214,1365,1,1,1,bracket,vision,0,
dialer,PQRS,elder_combo_max,co_present,"[188, 1391]",188,1391,133,1365,244,1419,1,1,1,bracket,vision,0,
dialer,8,elder_combo_max,co_present,"[539, 1299]",539,1299,511,1238,566,1365,1,1,1,bracket,vision,0,
dialer,TUV,elder_combo_max,co_present,"[539, 1392]",539,1392,499,1365,579,1419,1,1,1,bracket,vision,0,
dialer,9,elder_combo_max,co_present,"[890, 1300]",890,1300,862,1238,919,1365,1,1,1,bracket,vision,0,
dialer,WXYZ,elder_combo_max,co_present,"[890, 1392]",890,1392,834,1365,947,1419,1,1,1,bracket,vision,0,
dialer,∗,elder_combo_max,co_present,"[188, 1547]",188,1547,165,1470,212,1608,1,1,1,bracket,vision,0,
dialer,0,elder_combo_max,co_present,"[540, 1538]",540,1538,506,1475,573,1602,1,1,1,bracket,vision,0,
dialer,+,elder_combo_max,co_present,"[539, 1632]",539,1632,527,1602,552,1656,1,1,1,bracket,vision,0,
dialer,#,elder_combo_max,co_present,"[890, 1549]",890,1549,856,1475,925,1602,1,1,1,bracket,vision,0,
dialer,Call,elder_combo_max,co_present,"[590, 1812]",590,1812,360,1721,720,1903,1,1,1,bracket,vision,0,
dialer,Home,elder_combo_max,co_present,"[180, 2114]",180,2114,93,2079,266,2157,1,1,1,bracket,vision,0,
dialer,Keypad,elder_combo_max,co_present,"[540, 2116]",540,2116,429,2079,651,2157,1,1,1,bracket,vision,0,
dialer,Voicemail,elder_combo_max,co_present,"[899, 2115]",899,2115,757,2079,1042,2157,1,1,1,bracket,vision,0,
dialer,Phone Number,elder_combo_mid,co_present,"[540, 603]",540,603,168,671,912,836,0,1,0,bracket,vision,0,
dialer,1,elder_combo_mid,co_present,"[188, 953]",188,953,168,892,207,1010,1,1,1,bracket,vision,0,
dialer,2,elder_combo_mid,co_present,"[540, 954]",540,954,514,897,564,1015,1,1,1,bracket,vision,0,
dialer,ABC,elder_combo_mid,co_present,"[540, 1042]",540,1042,500,1015,579,1066,1,1,1,bracket,vision,0,
dialer,3,elder_combo_mid,co_present,"[891, 951]",891,951,866,897,916,1015,1,1,1,bracket,vision,0,
dialer,DEF,elder_combo_mid,co_present,"[891, 1041]",891,1041,855,1015,928,1066,1,1,1,bracket,vision,0,
dialer,4,elder_combo_mid,co_present,"[188, 1188]",188,1188,160,1116,214,1234,1,1,1,bracket,vision,0,
dialer,GHI,elder_combo_mid,co_present,"[187, 1258]",187,1258,154,1234,221,1285,1,1,1,bracket,vision,0,
dialer,5,elder_combo_mid,co_present,"[540, 1180]",540,1180,514,1116,566,1234,1,1,1,bracket,vision,0,
dialer,JKL,elder_combo_mid,co_present,"[540, 1258]",540,1258,506,1234,574,1285,1,1,1,bracket,vision,0,
dialer,6,elder_combo_mid,co_present,"[891, 1180]",891,1180,865,1116,918,1234,1,1,1,bracket,vision,0,
dialer,MNO,elder_combo_mid,co_present,"[891, 1260]",891,1260,845,1234,938,1285,1,1,1,bracket,vision,0,
dialer,7,elder_combo_mid,co_present,"[188, 1394]",188,1394,163,1335,211,1453,1,1,1,bracket,vision,0,
dialer,PQRS,elder_combo_mid,co_present,"[187, 1478]",187,1478,136,1453,239,1504,1,1,1,bracket,vision,0,
dialer,8,elder_combo_mid,co_present,"[540, 1394]",540,1394,514,1335,565,1453,1,1,1,bracket,vision,0,
dialer,TUV,elder_combo_mid,co_present,"[540, 1478]",540,1478,502,1453,577,1504,1,1,1,bracket,vision,0,
dialer,9,elder_combo_mid,co_present,"[892, 1395]",892,1395,865,1335,918,1453,1,1,1,bracket,vision,0,
dialer,WXYZ,elder_combo_mid,co_present,"[891, 1478]",891,1478,839,1453,945,1504,1,1,1,bracket,vision,0,
dialer,∗,elder_combo_mid,co_present,"[188, 1618]",188,1618,166,1549,209,1677,1,1,1,bracket,vision,0,
dialer,0,elder_combo_mid,co_present,"[540, 1611]",540,1611,508,1554,571,1672,1,1,1,bracket,vision,0,
dialer,+,elder_combo_mid,co_present,"[539, 1701]",539,1701,528,1672,551,1723,1,1,1,bracket,vision,0,
dialer,#,elder_combo_mid,co_present,"[891, 1617]",891,1617,860,1554,924,1672,1,1,1,bracket,vision,0,
dialer,Call,elder_combo_mid,co_present,"[587, 1865]",587,1865,377,1781,704,1949,1,1,1,bracket,vision,0,
dialer,Home,elder_combo_mid,co_present,"[179, 2146]",179,2146,104,2111,255,2178,1,1,1,bracket,vision,0,
dialer,Keypad,elder_combo_mid,co_present,"[540, 2145]",540,2145,443,2111,637,2178,1,1,1,bracket,vision,0,
dialer,Voicemail,elder_combo_mid,co_present,"[899, 2146]",899,2146,776,2111,1024,2178,1,1,1,bracket,vision,0,
dialer,Phone Number,colorblind_deuteranomaly,co_present,"[540, 974]",540,974,147,900,933,1044,1,1,1,bracket,vision,0,
dialer,1,colorblind_deuteranomaly,co_present,"[187, 1145]",187,1145,169,1093,203,1197,1,1,1,bracket,vision,0,
dialer,2,colorblind_deuteranomaly,co_present,"[540, 1147]",540,1147,518,1097,561,1201,1,1,1,bracket,vision,0,
dialer,ABC,colorblind_deuteranomaly,co_present,"[540, 1223]",540,1223,505,1201,574,1245,1,1,1,bracket,vision,0,
dialer,3,colorblind_deuteranomaly,co_present,"[892, 1145]",892,1145,870,1097,914,1201,1,1,1,bracket,vision,0,
dialer,DEF,colorblind_deuteranomaly,co_present,"[892, 1223]",892,1223,861,1201,924,1245,1,1,1,bracket,vision,0,
dialer,4,colorblind_deuteranomaly,co_present,"[187, 1343]",187,1343,163,1288,210,1392,1,1,1,bracket,vision,0,
dialer,GHI,colorblind_deuteranomaly,co_present,"[186, 1413]",186,1413,157,1392,216,1436,1,1,1,bracket,vision,0,
dialer,5,colorblind_deuteranomaly,co_present,"[540, 1363]",540,1363,516,1288,562,1392,1,1,1,bracket,vision,0,
dialer,JKL,colorblind_deuteranomaly,co_present,"[540, 1414]",540,1414,510,1392,569,1436,1,1,1,bracket,vision,0,
dialer,6,colorblind_deuteranomaly,co_present,"[893, 1342]",893,1342,869,1288,915,1392,1,1,1,bracket,vision,0,
dialer,MNO,colorblind_deuteranomaly,co_present,"[892, 1415]",892,1415,852,1392,933,1436,1,1,1,bracket,vision,0,
dialer,7,colorblind_deuteranomaly,co_present,"[187, 1533]",187,1533,166,1480,208,1584,1,1,1,bracket,vision,0,
dialer,PQRS,colorblind_deuteranomaly,co_present,"[187, 1606]",187,1606,142,1584,232,1628,1,1,1,bracket,vision,0,
dialer,8,colorblind_deuteranomaly,co_present,"[540, 1534]",540,1534,517,1480,562,1584,1,1,1,bracket,vision,0,
dialer,TUV,colorblind_deuteranomaly,co_present,"[539, 1606]",539,1606,507,1584,573,1628,1,1,1,bracket,vision,0,
